,Empty_droplet_sum,Cell_sum,Soup_probability
VWA1,122792.0,108819.0,0.5301648021898787
ATAD3C,764.0,592.0,0.5634218289085545
ATAD3B,11501.0,9722.0,0.5419120765207558
ATAD3A,14328.0,11852.0,0.5472880061115355
TMEM240,412.0,306.0,0.5738161559888579
SSU72,114503.0,97346.0,0.5404934646847519
AL645728.1,2242.0,2068.0,0.5201856148491879
FNDC10,892.0,742.0,0.5458996328029376
AL691432.2,1306.0,1153.0,0.5311102074013827
MIB2,11158.0,9206.0,0.5479277155765075
MMP23B,1436.0,1202.0,0.5443517816527672
CDK11B,19759.0,16302.0,0.5479326696431047
FO704657.1,357.0,277.0,0.5630914826498423
SLC35E2B,5531.0,4760.0,0.5374599164318337
CDK11A,11675.0,9928.0,0.540434198953849
SLC35E2A,3988.0,3399.0,0.5398673345065655
NADK,22932.0,18690.0,0.5509586276488395
GNB1,92279.0,75223.0,0.5509128249214935
AL109917.1,121.0,106.0,0.5330396475770925
CALML6,58.0,40.0,0.5918367346938775
TMEM52,1884.0,1666.0,0.5307042253521127
CFAP74,1657.0,1377.0,0.54614370468029
AL391845.2,37.0,25.0,0.5967741935483871
GABRD,160.0,118.0,0.5755395683453237
AL391845.1,17.0,0.0,1.0
PRKCZ,97859.0,79023.0,0.5532445359052928
AL590822.2,2986.0,2751.0,0.5204810876764859
PRKCZ-AS1,129.0,98.0,0.5682819383259912
FAAP20,55019.0,45978.0,0.5447587552105508
AL590822.1,7.0,0.0,1.0
SKI,5117.0,4333.0,0.5414814814814815
MORN1,1146.0,983.0,0.5382808830436825
RER1,158569.0,135363.0,0.539475116693657
PEX10,11247.0,9342.0,0.5462625673903541
PLCH2,22.0,0.0,1.0
AL139246.1,7.0,3.0,0.7
AL139246.4,2.0,0.0,1.0
PANK4,4962.0,3939.0,0.5574654533198518
HES5,386.0,345.0,0.5280437756497948
AL139246.5,2563.0,2214.0,0.5365292024283023
TNFRSF14-AS1,26.0,6.0,0.8125
TNFRSF14,1160.0,939.0,0.5526441162458313
AL139246.3,2.0,0.0,1.0
FAM213B,199.0,150.0,0.5702005730659025
MMEL1,7.0,0.0,1.0
AL831784.1,2.0,0.0,1.0
TTC34,126.0,115.0,0.5228215767634855
AC242022.1,3.0,0.0,1.0
AL589702.1,2.0,0.0,1.0
ACTRT2,1.0,0.0,1.0
LINC00982,3.0,0.0,1.0
PRDM16,811.0,690.0,0.5403064623584277
AL008733.1,1.0,0.0,1.0
ARHGEF16,34496.0,28421.0,0.548277889918464
AL512413.1,327.0,275.0,0.5431893687707641
MEGF6,1478.0,1255.0,0.5407976582510062
AL513320.1,54.0,48.0,0.5294117647058824
TPRG1L,18158.0,14225.0,0.5607263070129389
WRAP73,10288.0,8717.0,0.5413312286240463
TP73,222.0,196.0,0.5311004784688995
AL136528.1,10.0,7.0,0.5882352941176471
CCDC27,33.0,3.0,0.9166666666666666
SMIM1,31876.0,26217.0,0.548706384590226
LRRC47,20242.0,16760.0,0.5470515107291498
AL365330.1,178.0,151.0,0.541033434650456
CEP104,13888.0,11395.0,0.5493019024641063
DFFB,4884.0,3929.0,0.5541813230455009
C1orf174,27137.0,23244.0,0.5386355967527441
LINC01134,252.0,207.0,0.5490196078431373
LINC01346,5.0,0.0,1.0
LINC01345,4.0,0.0,1.0
AL805961.1,29.0,22.0,0.5686274509803921
AL805961.2,140.0,86.0,0.6194690265486725
LINC01777,2.0,0.0,1.0
AL355602.1,2.0,0.0,1.0
Z98747.1,1.0,0.0,1.0
AJAP1,203.0,176.0,0.5356200527704486
BX005132.1,2.0,0.0,1.0
AL691497.1,1.0,0.0,1.0
Z98259.3,19.0,16.0,0.5428571428571428
NPHP4,729.0,567.0,0.5625
KCNAB2,474.0,384.0,0.5524475524475524
CHD5,29.0,16.0,0.6444444444444445
RPL22,1174288.0,951831.0,0.5523152749211121
AL031847.1,64.0,45.0,0.5871559633027523
RNF207,9954.0,9062.0,0.5234539335296592
ICMT,30972.0,25052.0,0.5528344995002142
LINC00337,1657.0,1327.0,0.5552949061662198
GPR153,60.0,44.0,0.5769230769230769
ACOT7,11061.0,8876.0,0.5547976124793098
AL031848.2,456.0,397.0,0.5345838218053928
HES2,22463.0,17821.0,0.557615926918876
ESPN,3178.0,2672.0,0.5432478632478632
AL031848.1,1.0,0.0,1.0
TNFRSF25,4175.0,3342.0,0.5554077424504457
PLEKHG5,3920.0,3145.0,0.5548478414720452
NOL9,10087.0,8432.0,0.5446838382202063
TAS1R1,19.0,6.0,0.76
ZBTB48,4204.0,3463.0,0.5483239859136559
KLHL21,5504.0,4428.0,0.554168344744261
PHF13,10229.0,8415.0,0.5486483587213045
THAP3,6437.0,5455.0,0.541288261015809
DNAJC11,14068.0,11273.0,0.5551477842231957
LINC01672,28.0,7.0,0.8
AL591163.1,96.0,79.0,0.5485714285714286
CAMTA1-DT,61.0,51.0,0.5446428571428571
CAMTA1,46979.0,38187.0,0.5516168424018975
AL359881.2,1.0,0.0,1.0
AL359881.1,2.0,0.0,1.0
VAMP3,47578.0,39468.0,0.5465845644831469
PER3,1042.0,898.0,0.5371134020618556
Z98884.1,20.0,12.0,0.625
UTS2,40.0,34.0,0.5405405405405406
TNFRSF9,347.0,284.0,0.5499207606973059
PARK7,246344.0,207009.0,0.5433823091498237
AL034417.4,278.0,255.0,0.5215759849906192
AL034417.3,578.0,532.0,0.5207207207207207
ERRFI1,90877.0,74444.0,0.5497002800612143
AL034417.2,696.0,612.0,0.5321100917431193
LINC01714,86.0,64.0,0.5733333333333334
AL358876.2,9.0,0.0,1.0
SLC45A1,72.0,58.0,0.5538461538461539
RERE,45289.0,38072.0,0.5432876285073356
AL096855.1,13.0,6.0,0.6842105263157895
AL357552.2,21.0,16.0,0.5675675675675675
ENO1,594257.0,498126.0,0.5440005931985393
ENO1-AS1,436.0,391.0,0.5272067714631197
CA6,5.0,0.0,1.0
SLC2A7,2.0,0.0,1.0
SLC2A5,718.0,576.0,0.5548686244204019
GPR157,28967.0,25147.0,0.5352958568947038
MIR34AHG,1605.0,1422.0,0.5302279484638256
LINC01759,1897.0,1719.0,0.5246128318584071
H6PD,11762.0,9637.0,0.5496518528903219
SPSB1,251.0,201.0,0.5553097345132744
BX323043.1,3.0,0.0,1.0
AL928921.2,33.0,13.0,0.717391304347826
AL928921.1,2.0,0.0,1.0
SLC25A33,11284.0,9757.0,0.5362862981797443
TMEM201,1830.0,1507.0,0.5483967635600839
PIK3CD,737.0,595.0,0.5533033033033034
PIK3CD-AS1,1.0,0.0,1.0
PIK3CD-AS2,2532.0,2036.0,0.5542907180385289
CLSTN1,18707.0,15641.0,0.544631419587749
CTNNBIP1,25092.0,21440.0,0.5392418120863062
AL357140.1,15.0,3.0,0.8333333333333334
LZIC,24253.0,20534.0,0.5415187442784737
NMNAT1,4833.0,4045.0,0.5443793647217842
RBP7,616.0,505.0,0.5495093666369313
UBE4B,18422.0,15732.0,0.5393804532412017
KIF1B,14583.0,12279.0,0.5428858610676792
AL139424.3,233.0,153.0,0.6036269430051814
AL139424.2,129.0,110.0,0.5397489539748954
PGD,46195.0,39088.0,0.5416671552360963
AL139424.1,25.0,19.0,0.5681818181818182
CENPS-CORT,179.0,149.0,0.5457317073170732
CENPS,3489.0,2958.0,0.5411819450907399
CORT,28.0,18.0,0.6086956521739131
DFFA,33987.0,29116.0,0.5385956293678589
AL354956.1,97.0,85.0,0.532967032967033
PEX14,9780.0,8279.0,0.5415582258153829
CASZ1,651.0,546.0,0.543859649122807
AL139423.1,23.0,14.0,0.6216216216216216
C1orf127,6.0,0.0,1.0
TARDBP,32216.0,26157.0,0.551898994398095
AL109811.4,10.0,0.0,1.0
MASP2,42.0,30.0,0.5833333333333334
AL109811.3,184.0,163.0,0.5302593659942363
SRM,97108.0,82462.0,0.5407807540235006
EXOSC10,19842.0,16593.0,0.5445862494853849
AL109811.1,135.0,122.0,0.5252918287937743
AL109811.2,493.0,429.0,0.53470715835141
MTOR,10489.0,9014.0,0.5378146951751013
ANGPTL7,7.0,3.0,0.7
UBIAD1,7723.0,6674.0,0.5364312009446413
AL031291.1,2.0,0.0,1.0
DISP3,4.0,0.0,1.0
LINC01647,5.0,0.0,1.0
AL031731.1,93.0,46.0,0.6690647482014388
FBXO2,11221.0,9515.0,0.5411361882716049
FBXO44,1850.0,1553.0,0.543637966500147
FBXO6,9384.0,7714.0,0.5488361211837642
MAD2L2,20468.0,16700.0,0.5506887645286268
DRAXIN,260.0,156.0,0.625
AGTRAP,43361.0,36994.0,0.539617945367432
C1orf167,351.0,251.0,0.5830564784053156
AL953897.1,2.0,0.0,1.0
MTHFR,7642.0,6702.0,0.5327663134411601
CLCN6,6025.0,5084.0,0.542353047078945
NPPA-AS1,295.0,255.0,0.5363636363636364
NPPA,11.0,6.0,0.6470588235294118
NPPB,6062.0,5303.0,0.5333919929608447
KIAA2013,38035.0,32311.0,0.540684616040713
PLOD1,98202.0,81349.0,0.5469309555502336
MFN2,18380.0,14623.0,0.5569190679635184
MIIP,41830.0,35292.0,0.5423873862192371
TNFRSF8,387.0,250.0,0.6075353218210361
TNFRSF1B,19360.0,16460.0,0.5404801786711334
VPS13D,10607.0,8862.0,0.5448148338384098
AC243836.1,2.0,0.0,1.0
DHRS3,16917.0,13809.0,0.5505760593634056
AC254633.1,103.0,81.0,0.5597826086956522
AADACL4,3.0,0.0,1.0
AADACL3,5283.0,3397.0,0.6086405529953917
C1orf158,701.0,460.0,0.6037898363479759
PRAMEF12,8.0,0.0,1.0
HNRNPCL1,6.0,3.0,0.6666666666666666
PRAMEF2,1.0,0.0,1.0
HNRNPCL3,2.0,0.0,1.0
HNRNPCL2,2.0,0.0,1.0
PRAMEF13,1.0,0.0,1.0
PRAMEF18,4.0,0.0,1.0
AC243961.1,1.0,0.0,1.0
PRAMEF19,2.0,0.0,1.0
PDPN,13.0,4.0,0.7647058823529411
PRDM2,34253.0,28837.0,0.5429228086860041
KAZN,22422.0,19279.0,0.537684947603175
KAZN-AS1,1.0,0.0,1.0
TMEM51-AS1,186.0,158.0,0.5406976744186046
TMEM51,1336.0,1200.0,0.526813880126183
FHAD1,58.0,23.0,0.7160493827160493
AL031283.2,32.0,14.0,0.6956521739130435
AL031283.3,4.0,0.0,1.0
AL031283.1,264.0,199.0,0.5701943844492441
EFHD2,117560.0,92582.0,0.5594312417317814
CTRC,40.0,30.0,0.5714285714285714
CELA2A,24.0,9.0,0.7272727272727273
CELA2B,1.0,0.0,1.0
CASP9,5676.0,4711.0,0.546452296139405
DNAJC16,14625.0,12460.0,0.5399667712756138
AL121992.3,1.0,0.0,1.0
AGMAT,419.0,330.0,0.5594125500667557
AL121992.1,75.0,61.0,0.5514705882352942
DDI2,31037.0,26067.0,0.5435170916223032
AL121992.2,13.0,4.0,0.7647058823529411
PLEKHM2,22611.0,18542.0,0.5494374650693753
AL450998.3,10.0,0.0,1.0
SLC25A34,592.0,468.0,0.5584905660377358
SLC25A34-AS1,39.0,24.0,0.6190476190476191
TMEM82,117.0,97.0,0.5467289719626168
FBLIM1,36230.0,28163.0,0.5626387961424378
UQCRHL,2361.0,2004.0,0.540893470790378
AL450998.2,2399.0,2122.0,0.5306348153063482
SPEN,38751.0,33514.0,0.5362346917594963
ZBTB17,5648.0,4661.0,0.5478707925113978
SRARP,29.0,3.0,0.90625
HSPB7,639.0,475.0,0.573608617594255
CLCNKA,171.0,137.0,0.5551948051948052
CLCNKB,72.0,68.0,0.5142857142857142
FAM131C,36.0,21.0,0.631578947368421
EPHA2,10791.0,9420.0,0.5339171738162387
AL451042.2,115.0,105.0,0.5227272727272727
AL451042.1,100.0,97.0,0.5076142131979695
ARHGEF19,1537.0,1277.0,0.5461975835110163
CPLANE2,931.0,767.0,0.5482921083627798
FBXO42,14690.0,12764.0,0.5350768558315728
SZRD1,48725.0,37937.0,0.5622418130207011
SPATA21,197.0,135.0,0.5933734939759037
NECAP2,37429.0,31088.0,0.5462731876760512
LINC01772,1041.0,923.0,0.530040733197556
AL137802.2,239.0,208.0,0.5346756152125279
AL137802.1,1.0,0.0,1.0
LINC01783,161.0,124.0,0.5649122807017544
NBPF1,8582.0,7004.0,0.5506223533940716
AL137798.1,4.0,0.0,1.0
AL021920.1,2.0,0.0,1.0
AL021920.3,1.0,0.0,1.0
CROCC,2868.0,2385.0,0.5459737292975443
BX284668.1,5.0,0.0,1.0
BX284668.2,142.0,102.0,0.5819672131147541
BX284668.5,2226.0,1797.0,0.5533184190902312
BX284668.6,292.0,270.0,0.5195729537366548
MFAP2,83170.0,63697.0,0.5662946747737749
AL049569.1,2.0,0.0,1.0
ATP13A2,47803.0,39360.0,0.5484322476280074
SDHB,47895.0,40121.0,0.5441624250136339
PADI2,1416.0,1124.0,0.5574803149606299
AL590644.1,79.0,59.0,0.572463768115942
AL590644.3,2.0,0.0,1.0
PADI1,8233.0,6180.0,0.5712204260043017
PADI3,30.0,11.0,0.7317073170731707
PADI4,82.0,62.0,0.5694444444444444
AC004824.1,3.0,0.0,1.0
RCC2,28841.0,22746.0,0.5590749607459243
ARHGEF10L,812.0,557.0,0.5931336742147553
ACTL8,2.0,0.0,1.0
IGSF21,1.0,0.0,1.0
KLHDC7A,9.0,4.0,0.6923076923076923
PAX7,8.0,0.0,1.0
AL080251.1,2.0,0.0,1.0
ALDH4A1,10662.0,8842.0,0.5466570959803118
IFFO2,6792.0,5353.0,0.5592424866200082
UBR4,37911.0,32230.0,0.5404969989022113
AL035413.1,653.0,519.0,0.5571672354948806
EMC1,38952.0,32517.0,0.545019518952273
MRTO4,34555.0,29707.0,0.5377205813700165
AKR7A3,339.0,294.0,0.5355450236966824
AKR7A2,74744.0,65233.0,0.5339734384934668
PQLC2,9029.0,7707.0,0.5394956978967496
CAPZB,124257.0,103438.0,0.5457168580776917
AL031727.2,1.0,0.0,1.0
MINOS1,87645.0,70620.0,0.5537863709600985
NBL1,586.0,452.0,0.5645472061657033
TMCO4,16154.0,12928.0,0.5554638608073723
RNF186,7.0,0.0,1.0
OTUD3,6679.0,5543.0,0.5464735722467681
PLA2G2E,1.0,0.0,1.0
PLA2G2A,22.0,0.0,1.0
PLA2G2D,16.0,3.0,0.8421052631578947
PLA2G2F,86.0,45.0,0.6564885496183206
Z98257.1,41.0,29.0,0.5857142857142857
PLA2G2C,27.0,14.0,0.6585365853658537
UBXN10-AS1,202.0,166.0,0.5489130434782609
UBXN10,620.0,517.0,0.5452946350043976
Z98257.2,3.0,0.0,1.0
VWA5B1,6.0,0.0,1.0
LINC01141,1.0,0.0,1.0
AL139254.3,1.0,0.0,1.0
CAMK2N1,40391.0,35125.0,0.5348667831982626
MUL1,13080.0,10908.0,0.545272636318159
FAM43B,8.0,0.0,1.0
CDA,5225.0,3184.0,0.6213580687358782
PINK1,31652.0,25572.0,0.5531245631203691
PINK1-AS,545.0,432.0,0.5578300921187308
DDOST,248829.0,212837.0,0.5389805617047823
KIF17,441.0,332.0,0.5705045278137129
SH2D5,3478.0,2378.0,0.5939207650273224
AL663074.1,10.0,0.0,1.0
HP1BP3,89008.0,74722.0,0.543626702498015
EIF4G3,23192.0,19512.0,0.543087298613713
ECE1,64803.0,55102.0,0.5404528585129894
AL031005.1,11.0,3.0,0.7857142857142857
AL031728.1,22.0,11.0,0.6666666666666666
AL592309.2,2.0,0.0,1.0
NBPF3,5555.0,4597.0,0.5471828211189913
ALPL,1031.0,796.0,0.5643130815544609
RAP1GAP,5067.0,3443.0,0.5954171562867215
USP48,52436.0,45281.0,0.5366108251378983
LDLRAD2,2491.0,1838.0,0.5754215754215755
HSPG2,177140.0,134303.0,0.5687718137829394
CELA3B,22.0,12.0,0.6470588235294118
CELA3A,4.0,0.0,1.0
LINC01635,26.0,17.0,0.6046511627906976
CDC42,355488.0,297490.0,0.5444103782975843
AL031281.2,74.0,65.0,0.5323741007194245
WNT4,3685.0,3162.0,0.5381919088651964
ZBTB40,7478.0,6360.0,0.5403960109842463
EPHA8,30.0,18.0,0.625
C1QA,84.0,0.0,1.0
C1QC,46.0,0.0,1.0
C1QB,110.0,17.0,0.8661417322834646
EPHB2,3694.0,2679.0,0.5796328259846226
TEX46,30.0,18.0,0.625
KDM1A,42694.0,35245.0,0.5477873721756759
LUZP1,33791.0,28738.0,0.5404052519630891
HTR1D,202.0,176.0,0.5343915343915344
LINC01355,2461.0,2180.0,0.5302736479207067
AL109936.6,101.0,66.0,0.6047904191616766
HNRNPR,157681.0,135355.0,0.5380942955814303
ZNF436,4617.0,3840.0,0.5459382759843916
ZNF436-AS1,3446.0,2959.0,0.5380171740827479
AL109936.2,92.0,76.0,0.5476190476190477
TCEA3,8288.0,7083.0,0.5391971895127188
ASAP3,34969.0,26189.0,0.5717812878118971
E2F2,2106.0,1761.0,0.5446082234290147
AL021154.1,40.0,32.0,0.5555555555555556
ID3,225267.0,184090.0,0.5502947305163952
MDS2,280.0,231.0,0.547945205479452
RPL11,2922194.0,2459034.0,0.5430347868553423
ELOA,22862.0,19255.0,0.5428211885936796
ELOA-AS1,2726.0,2350.0,0.5370370370370371
PITHD1,40831.0,35116.0,0.5376249226434224
LYPLA2,47188.0,38389.0,0.551409841429356
GALE,49486.0,42389.0,0.5386231292517006
HMGCL,16394.0,13727.0,0.5442714385312573
FUCA1,57352.0,50172.0,0.5333878947955806
CNR2,100.0,54.0,0.6493506493506493
PNRC2,78998.0,67126.0,0.5406230324929512
SRSF10,75460.0,64881.0,0.5376903399576746
AL591178.1,2.0,0.0,1.0
MYOM3,14.0,3.0,0.8235294117647058
IL22RA1,17.0,8.0,0.68
IFNLR1,1175.0,974.0,0.5467659376454165
AL590683.1,2.0,0.0,1.0
AL138902.1,2.0,0.0,1.0
GRHL3,1591.0,1392.0,0.5333556821991284
STPG1,3864.0,3129.0,0.5525525525525525
NIPAL3,14136.0,12026.0,0.5403256631755982
RCAN3,16037.0,13564.0,0.5417722374244114
AL445686.2,1123.0,944.0,0.5432994678277697
NCMAP,1352.0,1087.0,0.5543255432554326
SRRM1,167726.0,137399.0,0.5496960262187628
AL445648.1,2.0,0.0,1.0
CLIC4,117344.0,92113.0,0.5602295459211198
RUNX3,137.0,9.0,0.9383561643835616
AL445471.2,4.0,0.0,1.0
AL050344.1,1.0,0.0,1.0
AL031432.1,106.0,80.0,0.5698924731182796
SYF2,86229.0,70219.0,0.5511671609736143
AL031432.5,40.0,25.0,0.6153846153846154
RSRP1,46415.0,41235.0,0.5295493439817456
AL031432.3,184.0,166.0,0.5257142857142857
RHD,112.0,100.0,0.5283018867924528
TMEM50A,128322.0,108818.0,0.5411233870287594
RHCE,303.0,254.0,0.5439856373429084
MACO1,17261.0,14693.0,0.5401827627214121
LDLRAP1,10627.0,9104.0,0.5385940905174599
AL606491.1,155.0,137.0,0.5308219178082192
MAN1C1,14756.0,11597.0,0.5599362501422988
AL031280.1,1764.0,1635.0,0.5189761694616064
SELENON,16349.0,13263.0,0.5521072538160205
AL020996.1,656.0,555.0,0.541701073492981
MTFR1L,22126.0,18367.0,0.5464154298273776
AUNIP,4112.0,3526.0,0.5383608274417386
AL033528.2,66.0,50.0,0.5689655172413793
PAQR7,14103.0,10987.0,0.562096452770028
STMN1,228062.0,184688.0,0.5525427013930951
PAFAH2,6768.0,5364.0,0.5578635014836796
EXTL1,249.0,179.0,0.5817757009345794
SLC30A2,15142.0,11793.0,0.562168182661964
TRIM63,408.0,362.0,0.5298701298701298
PDIK1L,2769.0,2338.0,0.5421969845310358
FAM110D,34.0,17.0,0.6666666666666666
C1orf232,20.0,13.0,0.6060606060606061
AL391650.1,141.0,109.0,0.564
ZNF593,93746.0,77894.0,0.5461780470752738
CNKSR1,14127.0,11763.0,0.5456546929316338
CATSPER4,43.0,22.0,0.6615384615384615
CEP85,12638.0,9365.0,0.5743762214243512
SH3BGRL3,265513.0,208678.0,0.5599283832885905
UBXN11,11736.0,9096.0,0.5633640552995391
CD52,396.0,225.0,0.6376811594202898
CRYBG2,17971.0,13514.0,0.5707797363824043
ZNF683,29.0,0.0,1.0
LIN28A,62.0,32.0,0.6595744680851063
DHDDS,15691.0,13315.0,0.5409570433703371
AL513365.2,7.0,0.0,1.0
HMGN2,245963.0,204207.0,0.5463780349645689
RPS6KA1,11168.0,8679.0,0.5627046908852723
AL512408.1,81.0,67.0,0.5472972972972973
ARID1A,49148.0,42187.0,0.5381069688509333
PIGV,8842.0,7644.0,0.5363338590319059
ZDHHC18,10939.0,8787.0,0.5545472979823584
SFN,22367.0,18582.0,0.5462160248113507
AL034380.1,8.0,0.0,1.0
GPN2,12019.0,10006.0,0.5456980703745743
GPATCH3,6387.0,5337.0,0.5447799385875128
NUDC,83270.0,69015.0,0.5468036904488295
NR0B2,1.0,0.0,1.0
KDF1,15915.0,13619.0,0.5388704543915487
TRNP1,549.0,462.0,0.543026706231454
TENT5B,2323.0,1991.0,0.5384793694946686
SLC9A1,45672.0,38419.0,0.5431258993233521
AL590640.1,1.0,0.0,1.0
WDTC1,8170.0,6456.0,0.558594284151511
TMEM222,16911.0,13901.0,0.5488446059976633
SYTL1,16666.0,13790.0,0.5472156553716837
MAP3K6,2531.0,1977.0,0.5614463176574978
FCN3,8.0,0.0,1.0
CD164L2,71.0,59.0,0.5461538461538461
GPR3,67.0,50.0,0.5726495726495726
WASF2,121538.0,106093.0,0.5339255198105706
FO393419.2,12.0,3.0,0.8
BX293535.1,169.0,145.0,0.5382165605095541
AHDC1,7105.0,6204.0,0.5338492749267413
FGR,37.0,3.0,0.925
LINC02574,531.0,444.0,0.5446153846153846
IFI6,1790877.0,1474541.0,0.5484372904173371
AL445490.1,44.0,35.0,0.5569620253164557
FAM76A,11519.0,10026.0,0.5346484103040149
STX12,33659.0,28120.0,0.5448291490635977
PPP1R8,15115.0,12319.0,0.5509586644309981
THEMIS2,299.0,231.0,0.5641509433962264
RPA2,25165.0,21164.0,0.5431802974378899
SMPDL3B,574.0,491.0,0.5389671361502347
AL512288.1,4.0,0.0,1.0
XKR8,9693.0,8587.0,0.5302516411378556
EYA3,10650.0,9052.0,0.5405542584509186
PTAFR,1120.0,906.0,0.5528134254689042
DNAJC8,114643.0,93045.0,0.5519962636262086
ATP5IF1,183554.0,146069.0,0.556860413259997
AL353622.1,1432.0,1278.0,0.5284132841328413
AL353622.2,32.0,19.0,0.6274509803921569
SESN2,27327.0,23096.0,0.541955060190786
MED18,5843.0,4836.0,0.5471486094203577
PHACTR4,31293.0,26544.0,0.5410550339747913
RCC1,12524.0,10296.0,0.5488168273444347
TRNAU1AP,25681.0,22307.0,0.5351546219888306
SNHG12,23175.0,19435.0,0.54388641164046
TAF12,27071.0,23262.0,0.5378379989271452
RAB42,374.0,314.0,0.5436046511627907
LINC01715,80.0,67.0,0.54421768707483
AL360012.1,1548.0,1310.0,0.5416375087473758
GMEB1,13211.0,11334.0,0.5382358932572825
YTHDF2,73930.0,63935.0,0.5362492293185362
OPRD1,65.0,24.0,0.7303370786516854
AL009181.1,28.0,13.0,0.6829268292682927
EPB41,7343.0,6191.0,0.5425594798285799
TMEM200B,75.0,59.0,0.5597014925373134
AL357500.1,6.0,0.0,1.0
SRSF4,77182.0,68369.0,0.5302746116481508
MECR,17461.0,14970.0,0.5384046128704018
AL590729.1,1.0,0.0,1.0
PTPRU,9308.0,8046.0,0.5363604932580385
LINC01756,1.0,0.0,1.0
AC092265.1,1.0,0.0,1.0
AL645944.2,2.0,0.0,1.0
MATN1,63.0,51.0,0.5526315789473685
MATN1-AS1,858.0,752.0,0.5329192546583851
LAPTM5,104.0,0.0,1.0
AL137027.1,3.0,0.0,1.0
LINC01778,23.0,13.0,0.6388888888888888
AL445235.1,8.0,0.0,1.0
SDC3,11797.0,8763.0,0.573784046692607
PUM1,77484.0,67331.0,0.5350550702620585
NKAIN1,140.0,109.0,0.5622489959839357
SNRNP40,31724.0,27111.0,0.5392028554431886
ZCCHC17,40792.0,34101.0,0.5446703964322434
AL451070.1,12.0,0.0,1.0
FABP3,254.0,222.0,0.5336134453781513
SERINC2,122575.0,99330.0,0.5523760167639306
AC114488.1,21.0,17.0,0.5526315789473685
TINAGL1,134216.0,118287.0,0.5315421994986198
HCRTR1,3.0,3.0,0.5
PEF1,39925.0,33949.0,0.5404472480168936
AC114488.2,40.0,30.0,0.5714285714285714
AC114488.3,63.0,51.0,0.5526315789473685
COL16A1,1210.0,939.0,0.5630525825965566
ADGRB2,3255.0,2632.0,0.5529131985731273
AL354919.2,4.0,0.0,1.0
SPOCD1,361.0,279.0,0.5640625
AL354919.1,25.0,7.0,0.78125
AL136115.2,256.0,236.0,0.5203252032520326
PTP4A2,96262.0,79049.0,0.5490927551608284
AL136115.1,19.0,6.0,0.76
AL136115.3,7.0,0.0,1.0
KHDRBS1,116894.0,102133.0,0.5336967588470828
AL445248.1,448.0,397.0,0.5301775147928994
TMEM39B,7758.0,6764.0,0.5342239360969563
KPNA6,40241.0,33488.0,0.5457960910903443
TXLNA,22413.0,18542.0,0.5472591869124649
CCDC28B,2377.0,1901.0,0.5556334735857877
AL049795.1,100.0,82.0,0.5494505494505495
