,Empty_droplet_sum,Cell_sum,Soup_probability,Selected
HGH1,245.0,217.0,0.5303030303030303,False
MROH1,996.0,1831.0,0.3523169437566325,True
BOP1,441.0,497.0,0.4701492537313433,False
SCX,228.0,324.0,0.4130434782608695,True
HSF1,1525.0,1650.0,0.4803149606299212,False
DGAT1,550.0,864.0,0.3889674681753889,True
TMEM249,1.0,0.0,1.0,False
AC233992.2,2.0,0.0,1.0,False
SLC52A2,1864.0,2491.0,0.4280137772675086,False
FBXL6,418.0,604.0,0.4090019569471624,True
ADCK5,159.0,278.0,0.3638443935926773,True
CPSF1,456.0,465.0,0.495114006514658,False
SLC39A4,748.0,1316.0,0.3624031007751938,True
VPS28,3641.0,4929.0,0.4248541423570595,False
TONSL,75.0,112.0,0.4010695187165775,True
CYHR1,848.0,1161.0,0.4221005475360876,False
KIFC2,240.0,518.0,0.316622691292876,True
FOXH1,3.0,4.0,0.4285714285714285,False
PPP1R16A,419.0,595.0,0.413214990138067,True
GPT,19.0,49.0,0.2794117647058823,True
MFSD3,461.0,528.0,0.4661274014155713,False
RECQL4,197.0,181.0,0.5211640211640212,False
AC084125.4,1.0,0.0,1.0,False
LRRC14,292.0,307.0,0.4874791318864774,False
LRRC24,49.0,61.0,0.4454545454545454,False
C8orf82,918.0,1322.0,0.4098214285714285,True
ARHGAP39,62.0,148.0,0.2952380952380952,True
ZNF251,80.0,137.0,0.3686635944700461,True
ZNF34,64.0,127.0,0.3350785340314136,True
RPL8,67897.0,92838.0,0.4224157775220082,False
ZNF517,84.0,74.0,0.5316455696202531,False
ZNF7,311.0,483.0,0.3916876574307305,True
COMMD5,532.0,640.0,0.4539249146757679,False
ZNF250,42.0,58.0,0.42,False
ZNF16,45.0,67.0,0.4017857142857143,True
ZNF252P-AS1,2.0,6.0,0.25,True
C8orf33,1428.0,1926.0,0.4257602862254025,False
WASHC1,1834.0,2505.0,0.4226780364139202,False
AL928970.1,10.0,33.0,0.2325581395348837,True
FOXD4,4.0,5.0,0.4444444444444444,False
CBWD1,499.0,891.0,0.3589928057553956,True
C9orf66,66.0,85.0,0.4370860927152318,False
DOCK8,733.0,916.0,0.4445118253486961,False
AL161725.1,0.0,3.0,0.0,True
KANK1,353.0,593.0,0.3731501057082452,True
AL136979.1,5.0,6.0,0.4545454545454545,False
DMRT1,1.0,0.0,1.0,False
DMRT2,1.0,0.0,1.0,False
SMARCA2,828.0,1088.0,0.4321503131524008,False
AL359076.1,1.0,0.0,1.0,False
VLDLR-AS1,36.0,108.0,0.25,True
VLDLR,834.0,1681.0,0.331610337972167,True
PUM3,2098.0,2384.0,0.4680946006247211,False
RFX3,177.0,392.0,0.3110720562390158,True
RFX3-AS1,4.0,12.0,0.25,True
AL354977.2,0.0,4.0,0.0,True
GLIS3,464.0,1178.0,0.2825822168087697,True
AL162419.1,1.0,0.0,1.0,False
SLC1A1,27.0,69.0,0.28125,True
SPATA6L,176.0,235.0,0.4282238442822384,False
PLPP6,271.0,277.0,0.4945255474452554,False
CDC37L1-DT,53.0,59.0,0.4732142857142857,False
CDC37L1,1097.0,1556.0,0.4134941575574821,True
AK3,2303.0,2183.0,0.5133749442710656,False
RCL1,214.0,322.0,0.3992537313432835,True
JAK2,247.0,355.0,0.4102990033222591,True
IGHEP2,1.0,5.0,0.1666666666666666,True
INSL6,18.0,35.0,0.3396226415094339,True
INSL4,9657.0,3113.0,0.7562255285826155,False
RLN2,12.0,14.0,0.4615384615384615,False
RLN1,5.0,8.0,0.3846153846153846,True
AL135786.2,1.0,3.0,0.25,True
PLGRKT,2594.0,2422.0,0.5171451355661882,False
CD274,1829.0,3077.0,0.3728088055442315,True
PDCD1LG2,771.0,909.0,0.4589285714285714,False
AL162253.1,0.0,4.0,0.0,True
RIC1,319.0,620.0,0.3397231096911608,True
ERMP1,476.0,758.0,0.3857374392220421,True
KIAA2026,885.0,1332.0,0.3991880920162381,True
MLANA,0.0,3.0,0.0,True
RANBP6,480.0,657.0,0.4221635883905013,False
IL33,1.0,0.0,1.0,False
TPD52L3,1.0,0.0,1.0,False
UHRF2,477.0,993.0,0.3244897959183673,True
GLDC,1332.0,2170.0,0.3803540833809252,True
AL162411.1,90.0,156.0,0.3658536585365853,True
AL354707.2,1.0,0.0,1.0,False
AL354707.1,193.0,482.0,0.2859259259259259,True
KDM4C,274.0,554.0,0.3309178743961353,True
DMAC1,1580.0,1837.0,0.4623939127889962,False
PTPRD,1.0,5.0,0.1666666666666666,True
PTPRD-AS1,1.0,0.0,1.0,False
PTPRD-AS2,1.0,0.0,1.0,False
AL162413.1,14.0,17.0,0.4516129032258064,False
TYRP1,3.0,6.0,0.3333333333333333,True
LURAP1L-AS1,7.0,0.0,1.0,False
LURAP1L,56.0,151.0,0.2705314009661835,True
MPDZ,525.0,1437.0,0.2675840978593272,True
LINC01235,4.0,3.0,0.5714285714285714,False
NFIB,37.0,135.0,0.2151162790697674,True
AL159169.3,1.0,7.0,0.125,True
AL159169.2,11.0,37.0,0.2291666666666666,True
ZDHHC21,452.0,976.0,0.3165266106442577,True
CER1,1.0,3.0,0.25,True
FREM1,10.0,16.0,0.3846153846153846,True
TTC39B,83.0,131.0,0.3878504672897196,True
SNAPC3,550.0,655.0,0.4564315352697095,False
PSIP1,1480.0,2083.0,0.415380297502105,True
CCDC171,290.0,548.0,0.3460620525059666,True
BNC2,13.0,20.0,0.3939393939393939,True
BNC2-AS1,1.0,5.0,0.1666666666666666,True
CNTLN,172.0,168.0,0.5058823529411764,False
ADAMTSL1,121.0,40.0,0.7515527950310559,False
SAXO1,1.0,0.0,1.0,False
RRAGA,2416.0,3008.0,0.4454277286135693,False
HAUS6,503.0,666.0,0.4302822925577416,False
PLIN2,17176.0,19391.0,0.4697131293242541,False
DENND4C,603.0,1483.0,0.2890699904122722,True
AL161909.2,0.0,3.0,0.0,True
AL391834.1,1.0,5.0,0.1666666666666666,True
AL391834.2,35.0,45.0,0.4375,False
RPS6,117012.0,145233.0,0.4461934450609163,False
ACER2,144.0,231.0,0.384,True
SLC24A2,4.0,4.0,0.5,False
AL591222.1,6.0,8.0,0.4285714285714285,False
MLLT3,292.0,550.0,0.346793349168646,True
FOCAD,716.0,824.0,0.4649350649350649,False
FOCAD-AS1,0.0,3.0,0.0,True
HACD4,999.0,1400.0,0.4164235097957482,True
IFNB1,3.0,20.0,0.1304347826086956,True
IFNA4,1.0,0.0,1.0,False
IFNA5,1.0,0.0,1.0,False
KLHL9,1364.0,1551.0,0.4679245283018868,False
IFNA1,1.0,0.0,1.0,False
IFNE,0.0,12.0,0.0,True
MTAP,1350.0,1816.0,0.4264055590650663,False
AL359922.2,1.0,22.0,0.0434782608695652,True
CDKN2A-DT,3.0,0.0,1.0,False
CDKN2A,1353.0,1782.0,0.431578947368421,False
CDKN2B-AS1,10.0,19.0,0.3448275862068966,True
CDKN2B,145.0,167.0,0.4647435897435897,False
AL157937.1,1.0,0.0,1.0,False
DMRTA1,5.0,0.0,1.0,False
LINC01239,4.0,0.0,1.0,False
AL391117.1,2.0,3.0,0.4,True
TUSC1,334.0,602.0,0.3568376068376068,True
AL451137.1,2.0,5.0,0.2857142857142857,True
CAAP1,772.0,1301.0,0.3724071394114809,True
PLAA,1042.0,850.0,0.5507399577167019,False
IFT74,504.0,576.0,0.4666666666666667,False
IFT74-AS1,1.0,0.0,1.0,False
LRRC19,1.0,13.0,0.0714285714285714,True
TEK,55.0,120.0,0.3142857142857143,True
EQTN,5.0,8.0,0.3846153846153846,True
MOB3B,1569.0,1688.0,0.4817316548971446,False
IFNK,1.0,0.0,1.0,False
C9orf72,532.0,680.0,0.4389438943894389,False
AL360014.1,6.0,7.0,0.4615384615384615,False
LINGO2,7.0,46.0,0.1320754716981132,True
ACO1,1468.0,1627.0,0.474313408723748,False
DDX58,899.0,1278.0,0.4129536058796509,True
TOPORS,819.0,1099.0,0.4270072992700729,False
SMIM27,520.0,491.0,0.5143422354104846,False
NDUFB6,2651.0,2071.0,0.561414654807285,False
TAF1L,2.0,0.0,1.0,False
APTX,630.0,828.0,0.4320987654320987,False
DNAJA1,18193.0,14847.0,0.550635593220339,False
SMU1,1043.0,1537.0,0.4042635658914729,True
B4GALT1,11256.0,10084.0,0.5274601686972821,False
B4GALT1-AS1,11.0,18.0,0.3793103448275862,True
SPINK4,5.0,0.0,1.0,False
BAG1,860.0,1327.0,0.3932327389117512,True
CHMP5,6412.0,8151.0,0.4402938954885669,False
NFX1,666.0,882.0,0.4302325581395348,False
AQP7,17.0,20.0,0.4594594594594595,False
AL356218.1,1.0,0.0,1.0,False
AQP3,520.0,749.0,0.4097714736012608,True
NOL6,417.0,379.0,0.5238693467336684,False
ANKRD18B,19.0,41.0,0.3166666666666666,True
TRBV20OR9-2,5.0,10.0,0.3333333333333333,True
TRBV26OR9-2,1.0,0.0,1.0,False
LINC01251,1.0,0.0,1.0,False
UBE2R2,2964.0,3263.0,0.4759916492693111,False
UBAP2,1936.0,3567.0,0.3518081046701799,True
AL354989.1,5.0,13.0,0.2777777777777778,True
DCAF12,915.0,954.0,0.4895666131621188,False
UBAP1,1541.0,1434.0,0.5179831932773109,False
KIF24,5.0,6.0,0.4545454545454545,False
NUDT2,697.0,1062.0,0.3962478681068789,True
MYORG,68.0,118.0,0.3655913978494624,True
C9orf24,8.0,11.0,0.4210526315789473,False
FAM219A,1656.0,1999.0,0.453077975376197,False
DNAI1,8.0,6.0,0.5714285714285714,False
ENHO,1.0,3.0,0.25,True
CNTFR,4.0,0.0,1.0,False
RPP25L,680.0,800.0,0.4594594594594595,False
DCTN3,2975.0,3559.0,0.4553106825834098,False
SIGMAR1,1531.0,1213.0,0.5579446064139941,False
GALT,1959.0,1751.0,0.5280323450134771,False
IL11RA,344.0,486.0,0.4144578313253012,True
CCL27,12.0,38.0,0.24,True
AL162231.1,377.0,527.0,0.4170353982300885,False
AL162231.2,41.0,41.0,0.5,False
CCL21,1.0,0.0,1.0,False
FAM205A,2.0,0.0,1.0,False
FAM205C,1.0,0.0,1.0,False
PHF24,4.0,0.0,1.0,False
DNAJB5-DT,2.0,9.0,0.1818181818181818,True
DNAJB5,115.0,72.0,0.6149732620320856,False
C9orf131,24.0,19.0,0.5581395348837209,False
VCP,8581.0,6900.0,0.554292358374782,False
FANCG,102.0,173.0,0.3709090909090909,True
PIGO,483.0,590.0,0.4501397949673811,False
AL353795.2,1.0,3.0,0.25,True
STOML2,2615.0,3561.0,0.4234132124352331,False
FAM214B,1706.0,1487.0,0.5342937676166615,False
UNC13B,251.0,281.0,0.4718045112781955,False
RUSC2,409.0,473.0,0.463718820861678,False
FAM166B,1.0,0.0,1.0,False
TESK1,824.0,668.0,0.5522788203753352,False
CD72,13.0,14.0,0.4814814814814814,False
SIT1,7.0,10.0,0.4117647058823529,True
RMRP,123.0,437.0,0.2196428571428571,True
CCDC107,1773.0,2665.0,0.3995042812077512,True
ARHGEF39,50.0,77.0,0.3937007874015748,True
CA9,4.0,25.0,0.1379310344827586,True
TPM2,8067.0,5937.0,0.5760497000856898,False
TLN1,7856.0,10550.0,0.4268173421710312,False
CREB3,2558.0,2348.0,0.5214023644516919,False
GBA2,812.0,699.0,0.5373924553275976,False
RGP1,793.0,596.0,0.5709143268538517,False
MSMP,39.0,24.0,0.6190476190476191,False
AL133410.2,1.0,0.0,1.0,False
AL133410.1,0.0,5.0,0.0,True
NPR2,90.0,115.0,0.4390243902439024,False
SPAG8,2.0,5.0,0.2857142857142857,True
HINT2,1446.0,1827.0,0.4417965169569202,False
TMEM8B,379.0,506.0,0.4282485875706214,False
FAM221B,3.0,10.0,0.2307692307692307,True
HRCT1,154.0,372.0,0.2927756653992395,True
SPAAR,6.0,4.0,0.6,False
RECK,779.0,1167.0,0.4003083247687564,True
GLIPR2,119.0,190.0,0.3851132686084142,True
CCIN,3.0,0.0,1.0,False
CLTA,11305.0,14652.0,0.435527988596525,False
GNE,1660.0,1278.0,0.5650102110279102,False
RNF38,2549.0,1986.0,0.5620727673649394,False
MELK,356.0,325.0,0.5227606461086637,False
AL161781.2,1.0,0.0,1.0,False
AL512604.3,2.0,8.0,0.2,True
EBLN3P,1058.0,1627.0,0.3940409683426443,True
AL512604.2,0.0,3.0,0.0,True
ZCCHC7,968.0,1342.0,0.419047619047619,False
GRHPR,1909.0,2017.0,0.4862455425369332,False
ZBTB5,201.0,231.0,0.4652777777777778,False
POLR1E,341.0,436.0,0.4388674388674388,False
FBXO10,76.0,92.0,0.4523809523809524,False
TOMM5,1838.0,2018.0,0.4766597510373444,False
FRMPD1,138.0,197.0,0.4119402985074626,True
TRMT10B,300.0,737.0,0.2892960462873674,True
EXOSC3,314.0,531.0,0.3715976331360947,True
DCAF10,801.0,1137.0,0.413312693498452,True
SLC25A51,350.0,410.0,0.4605263157894737,False
SHB,193.0,309.0,0.3844621513944223,True
ALDH1B1,827.0,837.0,0.4969951923076923,False
IGFBPL1,2.0,5.0,0.2857142857142857,True
FAM95C,43.0,116.0,0.270440251572327,True
ANKRD18A,161.0,290.0,0.3569844789356984,True
FAM201A,29.0,33.0,0.4677419354838709,False
AL591543.1,50.0,46.0,0.5208333333333334,False
CNTNAP3,30.0,88.0,0.2542372881355932,True
SPATA31A1,0.0,3.0,0.0,True
BX005214.2,5.0,19.0,0.2083333333333333,True
GLIDR,58.0,68.0,0.4603174603174603,False
FAM95B1,10.0,5.0,0.6666666666666666,False
BMS1P14,2.0,24.0,0.0769230769230769,True
FP325318.1,1.0,0.0,1.0,False
AL353626.1,1.0,0.0,1.0,False
CBWD6,146.0,159.0,0.4786885245901639,False
AL845472.1,9.0,14.0,0.391304347826087,True
CNTNAP3B,37.0,95.0,0.2803030303030303,True
BX088651.4,1.0,0.0,1.0,False
BX005040.1,5.0,52.0,0.087719298245614,True
FAM27C,0.0,5.0,0.0,True
AL590399.1,2.0,3.0,0.4,True
LINC01410,18.0,27.0,0.4,True
AL512625.2,0.0,4.0,0.0,True
AL512625.3,38.0,59.0,0.3917525773195876,True
AL512625.1,10.0,12.0,0.4545454545454545,False
ANKRD20A4,2.0,3.0,0.4,True
FOXD4L5,1.0,3.0,0.25,True
CBWD5,326.0,781.0,0.2944896115627823,True
ANKRD20A3,1.0,0.0,1.0,False
ZNF658,48.0,73.0,0.396694214876033,True
AL353770.4,20.0,97.0,0.1709401709401709,True
CBWD3,64.0,324.0,0.1649484536082474,True
PGM5,1.0,3.0,0.25,True
AL161457.2,13.0,33.0,0.2826086956521739,True
TMEM252,1.0,0.0,1.0,False
PIP5K1B,163.0,120.0,0.5759717314487632,False
FAM122A,432.0,604.0,0.416988416988417,False
FXN,431.0,498.0,0.4639397201291712,False
AL358113.1,17.0,49.0,0.2575757575757575,True
TJP2,83.0,108.0,0.4345549738219895,False
FAM189A2,5.0,19.0,0.2083333333333333,True
APBA1,63.0,92.0,0.4064516129032258,True
PTAR1,1287.0,1621.0,0.4425722145804677,False
C9orf135,5.0,11.0,0.3125,True
MAMDC2-AS1,14.0,60.0,0.1891891891891892,True
MAMDC2,4933.0,6158.0,0.4447750428275178,False
SMC5-AS1,38.0,126.0,0.2317073170731707,True
SMC5,1467.0,2226.0,0.3972380178716491,True
KLF9,215.0,340.0,0.3873873873873873,True
TRPM3,7.0,9.0,0.4375,False
CEMIP2,1337.0,1955.0,0.4061360874848116,True
ABHD17B,251.0,250.0,0.500998003992016,False
C9orf85,1107.0,1376.0,0.445831655255739,False
C9orf57,1.0,3.0,0.25,True
GDA,1057.0,953.0,0.5258706467661691,False
AL135924.2,18.0,35.0,0.3396226415094339,True
LINC01504,75.0,105.0,0.4166666666666667,True
ZFAND5,7102.0,7035.0,0.5023696682464455,False
TMC1,299.0,791.0,0.2743119266055046,True
LINC01474,1.0,0.0,1.0,False
ALDH1A1,0.0,3.0,0.0,True
ANXA1,46062.0,60475.0,0.432356833776059,False
TRPM6,17.0,10.0,0.6296296296296297,False
C9orf40,363.0,519.0,0.4115646258503401,True
C9orf41-AS1,0.0,3.0,0.0,True
CARNMT1,760.0,1116.0,0.4051172707889126,True
NMRK1,1424.0,1802.0,0.4414135151890886,False
OSTF1,4525.0,6098.0,0.4259625341240704,False
PCSK5,900.0,1749.0,0.3397508493771234,True
RFK,4192.0,7122.0,0.3705144069294679,True
GCNT1,879.0,1314.0,0.4008207934336525,True
PRUNE2,123.0,154.0,0.4440433212996389,False
PCA3,9.0,23.0,0.28125,True
VPS13A-AS1,1.0,0.0,1.0,False
VPS13A,430.0,1153.0,0.2716361339229311,True
GNA14,1.0,0.0,1.0,False
GNAQ,5227.0,6057.0,0.4632222616093583,False
CEP78,599.0,808.0,0.425728500355366,False
PSAT1,705.0,875.0,0.4462025316455696,False
AL512634.1,1.0,0.0,1.0,False
AL358975.1,1.0,0.0,1.0,False
TLE4,870.0,2245.0,0.2792937399678972,True
AL138749.1,1.0,0.0,1.0,False
TLE1,1101.0,1508.0,0.4220007665772327,False
AL591368.1,2.0,3.0,0.4,True
AL158154.2,38.0,22.0,0.6333333333333333,False
SPATA31D1,1.0,0.0,1.0,False
RASEF,567.0,1373.0,0.2922680412371134,True
AL137847.1,0.0,3.0,0.0,True
FRMD3,21.0,57.0,0.2692307692307692,True
IDNK,40.0,54.0,0.425531914893617,False
UBQLN1,2826.0,3232.0,0.4664905909541103,False
AL354920.1,61.0,112.0,0.3526011560693641,True
GKAP1,80.0,111.0,0.418848167539267,False
AL354733.2,2.0,0.0,1.0,False
KIF27,90.0,108.0,0.4545454545454545,False
C9orf64,548.0,611.0,0.4728213977566868,False
HNRNPK,19675.0,20288.0,0.4923304056252033,False
AL354733.3,77.0,415.0,0.1565040650406504,True
RMI1,504.0,725.0,0.4100895036615134,True
AL390838.1,5.0,0.0,1.0,False
SLC28A3,22.0,44.0,0.3333333333333333,True
AL356134.1,5.0,5.0,0.5,False
NTRK2,1.0,0.0,1.0,False
AGTPBP1,392.0,541.0,0.420150053590568,False
NAA35,638.0,966.0,0.3977556109725685,True
GOLM1,1566.0,1936.0,0.4471730439748715,False
C9orf153,3.0,6.0,0.3333333333333333,True
ISCA1,2461.0,2799.0,0.46787072243346,False
TUT7,1482.0,1853.0,0.4443778110944528,False
GAS1,46.0,150.0,0.2346938775510204,True
GAS1RR,0.0,3.0,0.0,True
AL513318.2,38.0,49.0,0.4367816091954023,False
C9orf170,45.0,27.0,0.625,False
DAPK1,2171.0,3593.0,0.376648160999306,True
CTSL,81306.0,133841.0,0.3779090575281087,True
AL772337.1,1.0,0.0,1.0,False
AL353572.3,1.0,0.0,1.0,False
CDK20,86.0,124.0,0.4095238095238095,True
SPIN1,3519.0,3421.0,0.5070605187319884,False
NXNL2,31.0,83.0,0.2719298245614035,True
C9orf47,5.0,21.0,0.1923076923076923,True
S1PR3,205.0,111.0,0.6487341772151899,False
SHC3,5.0,9.0,0.3571428571428571,True
CKS2,2826.0,2496.0,0.5310033821871477,False
SECISBP2,1137.0,1662.0,0.4062165058949625,True
SEMA4D,72.0,127.0,0.3618090452261306,True
GADD45G,5026.0,3300.0,0.6036512130674994,False
AL606807.1,44.0,32.0,0.5789473684210527,False
BX470209.1,229.0,134.0,0.6308539944903582,False
BX470209.2,41.0,10.0,0.803921568627451,False
LINC01508,7.0,15.0,0.3181818181818182,True
LINC01501,1.0,0.0,1.0,False
DIRAS2,5.0,6.0,0.4545454545454545,False
SYK,161.0,216.0,0.4270557029177719,False
AL158071.3,6.0,22.0,0.2142857142857142,True
AL158071.1,20.0,33.0,0.3773584905660377,True
AL158071.4,9.0,26.0,0.2571428571428571,True
LINC00484,2.0,3.0,0.4,True
AL158071.5,17.0,40.0,0.2982456140350877,True
AUH,482.0,774.0,0.3837579617834395,True
NFIL3,2024.0,3890.0,0.3422387554954346,True
AL353764.1,5.0,6.0,0.4545454545454545,False
ROR2,3.0,0.0,1.0,False
SPTLC1,1796.0,2774.0,0.3929978118161925,True
AL136097.2,1.0,0.0,1.0,False
IARS,1286.0,1920.0,0.4011228945726762,True
NOL8,544.0,825.0,0.3973703433162893,True
CENPP,66.0,108.0,0.3793103448275862,True
ECM2,28.0,35.0,0.4444444444444444,False
IPPK,563.0,500.0,0.5296331138287864,False
BICD2,610.0,651.0,0.4837430610626487,False
ZNF484,61.0,77.0,0.4420289855072464,False
FGD3,160.0,132.0,0.547945205479452,False
SUSD3,12.0,19.0,0.3870967741935484,True
CARD19,1163.0,1202.0,0.4917547568710359,False
NINJ1,986.0,1226.0,0.445750452079566,False
WNK2,339.0,352.0,0.4905933429811867,False
C9orf129,11.0,30.0,0.2682926829268293,True
AL583839.1,95.0,388.0,0.196687370600414,True
FAM120AOS,2059.0,3641.0,0.3612280701754386,True
FAM120A,6844.0,10619.0,0.3919143331615415,True
PHF2,660.0,613.0,0.5184603299293009,False
BARX1,1.0,4.0,0.2,True
PTPDC1,109.0,166.0,0.3963636363636363,True
AL158152.2,7.0,16.0,0.3043478260869565,True
AL158152.1,39.0,89.0,0.3046875,True
MIRLET7DHG,4.0,7.0,0.3636363636363636,True
ZNF169,44.0,92.0,0.3235294117647059,True
AL691447.2,5.0,33.0,0.131578947368421,True
MFSD14B,1642.0,2460.0,0.4002925402242808,True
PCAT7,53.0,184.0,0.2236286919831223,True
FBP2,1.0,0.0,1.0,False
FBP1,4.0,0.0,1.0,False
C9orf3,498.0,1113.0,0.3091247672253259,True
AL353768.1,2.0,0.0,1.0,False
FANCC,71.0,92.0,0.4355828220858895,False
AL161729.3,0.0,3.0,0.0,True
PTCH1,18.0,37.0,0.3272727272727272,True
AL161729.1,3.0,0.0,1.0,False
LINC00476,67.0,107.0,0.3850574712643678,True
ERCC6L2,242.0,383.0,0.3872,True
AL449403.2,3.0,0.0,1.0,False
AL160269.1,6.0,0.0,1.0,False
SLC35D2,1743.0,2386.0,0.4221361104383628,False
ZNF367,22.0,32.0,0.4074074074074074,True
HABP4,295.0,380.0,0.437037037037037,False
CDC14B,324.0,468.0,0.4090909090909091,True
AAED1,639.0,1001.0,0.3896341463414634,True
AL589843.1,1.0,5.0,0.1666666666666666,True
ZNF510,82.0,125.0,0.3961352657004831,True
ZNF782,31.0,67.0,0.3163265306122449,True
MFSD14C,406.0,1112.0,0.2674571805006587,True
NUTM2G,2.0,7.0,0.2222222222222222,True
CTSV,966.0,2778.0,0.2580128205128205,True
AL590705.1,5.0,5.0,0.5,False
CCDC180,6.0,23.0,0.2068965517241379,True
TDRD7,288.0,346.0,0.4542586750788643,False
TMOD1,12.0,17.0,0.4137931034482758,True
TSTD2,497.0,542.0,0.478344562078922,False
NCBP1,568.0,728.0,0.4382716049382716,False
XPA,638.0,781.0,0.4496124031007752,False
TRMO,242.0,281.0,0.4627151051625239,False
HEMGN,1.0,0.0,1.0,False
ANP32B,5970.0,6991.0,0.460612607051925,False
NANS,2306.0,3277.0,0.4130395844528031,True
TRIM14,1449.0,2144.0,0.4032841636515447,True
CORO2A,1189.0,2312.0,0.3396172522136532,True
TBC1D2,509.0,669.0,0.432088285229202,False
GABBR2,21.0,32.0,0.3962264150943396,True
ANKS6,109.0,145.0,0.4291338582677165,False
GALNT12,123.0,217.0,0.3617647058823529,True
AL136084.2,1.0,0.0,1.0,False
COL15A1,27.0,39.0,0.4090909090909091,True
TGFBR1,968.0,1048.0,0.4801587301587302,False
ALG2,1383.0,1973.0,0.4120977353992848,True
SEC61B,16931.0,18114.0,0.4831217006705664,False
AL137067.1,0.0,3.0,0.0,True
AL359710.1,3.0,0.0,1.0,False
NR4A3,406.0,358.0,0.5314136125654451,False
STX17-AS1,34.0,90.0,0.2741935483870967,True
STX17,684.0,1122.0,0.3787375415282392,True
AL358937.1,2.0,3.0,0.4,True
ERP44,4334.0,4112.0,0.5131423158891784,False
INVS,135.0,193.0,0.4115853658536585,True
TEX10,959.0,1226.0,0.4389016018306636,False
MSANTD3,942.0,1417.0,0.3993217465027554,True
TMEFF1,2.0,0.0,1.0,False
CAVIN4,22.0,49.0,0.3098591549295774,True
BAAT,1.0,0.0,1.0,False
MRPL50,505.0,654.0,0.4357204486626402,False
ZNF189,84.0,127.0,0.3981042654028436,True
ALDOB,0.0,3.0,0.0,True
TMEM246,5.0,3.0,0.625,False
RNF20,660.0,728.0,0.4755043227665706,False
SMC2-AS1,0.0,5.0,0.0,True
SMC2,435.0,764.0,0.3628023352793995,True
NIPSNAP3A,1024.0,1075.0,0.4878513577894235,False
NIPSNAP3B,7.0,5.0,0.5833333333333334,False
ABCA1,489.0,1232.0,0.284137129575828,True
AL359182.1,3.0,3.0,0.5,False
AL359182.2,1.0,0.0,1.0,False
SLC44A1,4586.0,4397.0,0.5105198708671936,False
FSD1L,88.0,217.0,0.2885245901639344,True
FKTN,252.0,365.0,0.4084278768233387,True
TAL2,1.0,3.0,0.25,True
TMEM38B,482.0,678.0,0.4155172413793103,True
LINC01505,2.0,0.0,1.0,False
ZNF462,353.0,643.0,0.3544176706827309,True
AL807761.4,0.0,4.0,0.0,True
RAD23B,10060.0,9699.0,0.5091350776861178,False
LINC01509,1.0,0.0,1.0,False
KLF4,11245.0,8307.0,0.5751329787234043,False
ACTL7B,4.0,0.0,1.0,False
ELP1,424.0,436.0,0.4930232558139535,False
FAM206A,319.0,330.0,0.4915254237288136,False
CTNNAL1,3135.0,4803.0,0.3949357520786092,True
TMEM245,880.0,1745.0,0.3352380952380952,True
FRRS1L,5.0,4.0,0.5555555555555556,False
EPB41L4B,244.0,373.0,0.3954619124797406,True
PTPN3,1539.0,2076.0,0.4257261410788381,False
PALM2,75.0,408.0,0.15527950310559,True
AL158829.1,1.0,0.0,1.0,False
PALM2-AKAP2,0.0,4.0,0.0,True
AKAP2,168.0,204.0,0.4516129032258064,False
C9orf152,1.0,6.0,0.1428571428571428,True
TXN,28001.0,27071.0,0.5084434921557234,False
SVEP1,2715.0,1152.0,0.7020946470131885,False
AL592463.1,17.0,24.0,0.4146341463414634,True
ECPAS,1437.0,1522.0,0.4856370395403853,False
ZNF483,29.0,52.0,0.3580246913580246,True
PTGR1,638.0,1092.0,0.36878612716763,True
DNAJC25,613.0,1164.0,0.3449634214969049,True
DNAJC25-GNG10,66.0,76.0,0.4647887323943662,False
GNG10,284.0,371.0,0.433587786259542,False
C9orf84,1.0,9.0,0.1,True
UGCG,1792.0,5513.0,0.2453114305270362,True
SUSD1,355.0,576.0,0.3813104189044038,True
PTBP3,6262.0,9535.0,0.3964043805785909,True
HSDL2,809.0,894.0,0.4750440399295361,False
C9orf147,4.0,7.0,0.3636363636363636,True
KIAA1958,105.0,175.0,0.375,True
INIP,774.0,1127.0,0.407154129405576,True
SNX30,173.0,270.0,0.3905191873589165,True
AL139041.1,2.0,13.0,0.1333333333333333,True
ZNF883,1.0,3.0,0.25,True
ZFP37,35.0,44.0,0.4430379746835443,False
FAM225B,3.0,5.0,0.375,True
FAM225A,48.0,11.0,0.8135593220338984,False
SLC31A2,227.0,288.0,0.4407766990291262,False
FKBP15,687.0,756.0,0.4760914760914761,False
SLC31A1,1033.0,1273.0,0.4479618386816999,False
CDC26,1149.0,1598.0,0.4182744812522752,False
PRPF4,735.0,947.0,0.4369797859690844,False
RNF183,1.0,0.0,1.0,False
WDR31,24.0,28.0,0.4615384615384615,False
BSPRY,126.0,145.0,0.4649446494464944,False
HDHD3,371.0,596.0,0.3836608066184074,True
ALAD,522.0,543.0,0.4901408450704225,False
POLE3,1830.0,2294.0,0.4437439379243453,False
C9orf43,15.0,14.0,0.5172413793103449,False
RGS3,103.0,58.0,0.639751552795031,False
ZNF618,7.0,6.0,0.5384615384615384,False
KIF12,38.0,45.0,0.4578313253012048,False
COL27A1,2322.0,7681.0,0.2321303608917324,True
ORM1,9.0,3.0,0.75,False
ORM2,1.0,0.0,1.0,False
AKNA,405.0,644.0,0.3860819828408007,True
AL138895.1,0.0,15.0,0.0,True
