,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
ASCL2,1.317874,no,yes,no,no,no,GC,GC_ASCL2
ZNF22,0.077556,no,yes,no,no,no,GC,GC_ZNF22
ZNF91,0.748391,no,yes,no,no,no,GC,GC_ZNF91
TRERF1,0.0,no,yes,no,no,no,GC,GC_TRERF1
PRRX1,0.0,no,yes,no,no,no,GC,GC_PRRX1
ETS1,0.036521,no,yes,no,no,no,GC,GC_ETS1
ZBED4,0.149811,no,yes,no,no,no,GC,GC_ZBED4
SPIC,0.04864,yes,no,no,no,no,GC,GC_SPIC
JDP2,0.04864,no,yes,no,no,no,GC,GC_JDP2
EGR3,0.0,no,yes,no,yes,no,GC,GC_EGR3
ZNF692,0.0,no,yes,no,no,no,GC,GC_ZNF692
ZNF397,0.213696,no,yes,no,no,no,GC,GC_ZNF397
ZNF513,0.036521,no,yes,no,no,no,GC,GC_ZNF513
E2F1,0.102218,yes,no,no,no,no,GC,GC_E2F1
HOMEZ,0.0,no,yes,no,no,no,GC,GC_HOMEZ
RFX8,0.0,no,yes,no,no,no,GC,GC_RFX8
ZNF627,0.036521,no,yes,no,no,no,GC,GC_ZNF627
ZNF282,0.176294,no,yes,no,no,no,GC,GC_ZNF282
ZNF575,0.0,no,yes,no,no,no,GC,GC_ZNF575
SOX18,0.0,no,yes,no,no,no,GC,GC_SOX18
MEOX2,0.0,no,yes,no,no,no,GC,GC_MEOX2
STAT2,0.835545,no,yes,no,no,no,GC,GC_STAT2
ZNF2,0.0,no,yes,no,no,no,GC,GC_ZNF2
ZFP1,0.191622,yes,no,no,no,no,GC,GC_ZFP1
THAP10,0.0,no,yes,no,no,no,GC,GC_THAP10
SMARCA5,0.311824,no,yes,no,no,no,GC,GC_SMARCA5
DBP,0.0,no,yes,no,no,no,GC,GC_DBP
ZNF614,0.0,no,yes,no,no,no,GC,GC_ZNF614
ELF4,0.294447,no,yes,no,no,no,GC,GC_ELF4
ZNF764,0.0,no,yes,no,no,no,GC,GC_ZNF764
PGR,0.167571,yes,no,no,no,no,GC,GC_PGR
ZFP64,0.036521,no,yes,no,no,no,GC,GC_ZFP64
ID4,0.0,no,yes,no,no,no,GC,GC_ID4
HAND2,0.114077,no,yes,no,no,no,GC,GC_HAND2
POU6F1,0.0,no,yes,no,no,no,GC,GC_POU6F1
ZBED6,0.0,no,yes,no,no,no,GC,GC_ZBED6
ZNF324,0.162167,yes,no,no,no,no,GC,GC_ZNF324
ZNF536,0.098349,yes,no,no,no,no,GC,GC_ZNF536
ZNF296,0.0,no,yes,no,no,no,GC,GC_ZNF296
ZNF480,0.064122,no,yes,no,no,no,GC,GC_ZNF480
ZNF263,0.183789,no,yes,no,yes,no,GC,GC_ZNF263
BHLHA15,not_enough_cells_expr_limma,no,yes,no,no,no,GC,GC_BHLHA15
NFKBID,0.0,no,yes,no,no,no,GC,GC_NFKBID
STAT5A,0.215745,yes,no,no,no,no,GC,GC_STAT5A
EBF4,0.0,no,yes,no,no,no,GC,GC_EBF4
SP6,0.102218,yes,no,no,no,no,GC,GC_SP6
SP5,0.0,no,yes,no,no,no,GC,GC_SP5
ZNF514,0.126062,yes,no,no,no,no,GC,GC_ZNF514
PTF1A,not_enough_cells_expr_limma,no,yes,no,no,no,GC,GC_PTF1A
RERE,1.532755,no,yes,no,no,no,GC,GC_RERE
ZNF786,0.0,no,yes,no,no,no,GC,GC_ZNF786
ZNF180,0.0,no,yes,no,no,no,GC,GC_ZNF180
PURG,0.0,no,yes,no,no,no,GC,GC_PURG
SOX12,0.0,no,yes,no,no,no,GC,GC_SOX12
ZKSCAN7,0.071027,yes,no,no,no,no,GC,GC_ZKSCAN7
ZNF672,0.206843,no,yes,no,no,no,GC,GC_ZNF672
ZNF485,0.0,no,yes,no,no,no,GC,GC_ZNF485
FOXO1,0.605814,no,yes,no,no,no,GC,GC_FOXO1
ATOH8,0.0,no,yes,no,no,no,GC,GC_ATOH8
NFKBIE,0.0,no,yes,no,no,no,GC,GC_NFKBIE
ZNF32,0.0,no,yes,no,no,no,GC,GC_ZNF32
ZNF446,0.0,no,yes,no,no,no,GC,GC_ZNF446
ZNF628,0.0,no,yes,no,no,no,GC,GC_ZNF628
HOXB2,0.0,no,yes,no,no,no,GC,GC_HOXB2
BCL6B,0.0,no,yes,no,no,no,GC,GC_BCL6B
NFKBIB,0.0,no,yes,no,no,no,GC,GC_NFKBIB
PRDM8,0.0,no,yes,no,no,no,GC,GC_PRDM8
SCX,0.098323,no,yes,no,no,no,GC,GC_SCX
CXXC1,0.049069,no,yes,no,no,no,GC,GC_CXXC1
ZNF212,0.0,no,yes,no,no,no,GC,GC_ZNF212
ZNF358,0.0,no,yes,no,no,no,GC,GC_ZNF358
KAT8,0.063615,no,yes,no,no,no,GC,GC_KAT8
ZKSCAN4,0.0,no,yes,no,no,no,GC,GC_ZKSCAN4
ZBTB46,0.116728,no,yes,no,no,no,GC,GC_ZBTB46
ZNF572,0.049069,yes,no,no,no,no,GC,GC_ZNF572
ZNF879,0.113527,yes,no,no,no,no,GC,GC_ZNF879
TBX20,0.328575,yes,no,no,no,no,GC,GC_TBX20
THAP4,0.287673,no,yes,no,no,no,GC,GC_THAP4
TBX2,0.0,no,yes,no,no,no,GC,GC_TBX2
ZNF768,0.0,no,yes,no,no,no,GC,GC_ZNF768
TFEB,0.0,no,yes,no,no,no,GC,GC_TFEB
HMG20B,0.271406,no,yes,no,no,no,GC,GC_HMG20B
ZBTB7C,0.0,no,yes,no,yes,no,GC,GC_ZBTB7C
ZBTB17,0.072357,no,yes,no,no,no,GC,GC_ZBTB17
STAT1,0.555395,no,yes,no,no,no,GC,GC_STAT1
ZNF213,0.108256,no,yes,no,no,no,GC,GC_ZNF213
NRL,0.0,no,yes,no,no,no,GC,GC_NRL
ZNF35,0.0,no,yes,no,no,no,GC,GC_ZNF35
ZBTB22,0.04864,no,yes,no,no,no,GC,GC_ZBTB22
PRRX2,0.0,no,yes,no,no,no,GC,GC_PRRX2
ZFHX4,0.0,no,yes,no,no,no,GC,GC_ZFHX4
LEF1,0.14231,yes,no,no,no,no,GC,GC_LEF1
ZNF467,0.0,no,yes,no,no,no,GC,GC_ZNF467
HMGXB3,0.431154,no,yes,no,no,no,GC,GC_HMGXB3
ZNF414,0.0,no,yes,no,no,no,GC,GC_ZNF414
ZNF646,0.0,no,yes,no,no,no,GC,GC_ZNF646
ZNF304,0.121927,yes,no,no,no,no,GC,GC_ZNF304
ZNF354C,0.0,no,yes,no,no,no,GC,GC_ZNF354C
GLIS2,0.0,no,yes,no,no,no,GC,GC_GLIS2
ZNF76,0.068919,no,yes,no,no,no,GC,GC_ZNF76
ZNF362,0.0,no,yes,no,no,no,GC,GC_ZNF362
THAP3,0.074076,no,yes,no,no,no,GC,GC_THAP3
MESP1,0.0,no,yes,no,no,no,GC,GC_MESP1
RCOR1,1.39628,no,yes,no,no,no,GC,GC_RCOR1
MXD4,0.393713,no,yes,no,no,no,GC,GC_MXD4
HEYL,0.0,no,yes,no,no,no,GC,GC_HEYL
ATF5,0.072357,no,yes,no,no,no,GC,GC_ATF5
FOXO6,0.0,no,yes,no,no,no,GC,GC_FOXO6
ZNF132,0.0,no,yes,no,no,no,GC,GC_ZNF132
IRF5,0.0,no,yes,no,no,no,GC,GC_IRF5
ZNF276,0.166103,no,yes,no,no,no,GC,GC_ZNF276
ZNF431,0.202998,no,yes,no,no,no,GC,GC_ZNF431
ZNF205,0.063885,no,yes,no,no,no,GC,GC_ZNF205
ZBTB48,0.122716,no,yes,no,no,no,GC,GC_ZBTB48
BCL11A,0.126062,yes,no,no,no,no,GC,GC_BCL11A
LYAR,0.112525,no,yes,no,no,no,GC,GC_LYAR
ZNF517,0.102592,yes,yes,no,no,yes,GC,GC_ZNF517
RCOR3,0.289874,no,yes,no,no,no,GC,GC_RCOR3
ZNF219,0.0,no,yes,no,no,no,GC,GC_ZNF219
HLX,0.0,no,yes,no,no,no,GC,GC_HLX
ZNF341,0.0,no,yes,no,no,no,GC,GC_ZNF341
PRDM15,0.247118,yes,no,no,no,no,GC,GC_PRDM15
HOXC4,0.072357,yes,no,no,no,no,GC,GC_HOXC4
OSR2,0.04864,no,yes,no,yes,no,GC,GC_OSR2
SP1,0.181959,no,yes,no,yes,no,GC,GC_SP1
HIF1A,0.251889,no,yes,no,no,no,GC,GC_HIF1A
DNAJC1,0.976532,no,yes,no,no,no,GC,GC_DNAJC1
ZNF200,0.04864,no,yes,no,no,no,GC,GC_ZNF200
ZNF423,0.121927,no,yes,no,no,no,GC,GC_ZNF423
ZNF581,0.0,no,yes,no,no,no,GC,GC_ZNF581
ZNF239,0.064122,no,yes,no,no,no,GC,GC_ZNF239
ZNF837,0.0,no,yes,no,no,no,GC,GC_ZNF837
IRX4,0.0,no,yes,no,no,no,GC,GC_IRX4
KLF15,0.0,no,yes,no,yes,no,GC,GC_KLF15
CREB1,0.323154,no,yes,no,no,no,GC,GC_CREB1
VENTX,0.0,no,yes,no,no,no,GC,GC_VENTX
ZNF547,0.0,no,yes,no,no,no,GC,GC_ZNF547
NFKBIL1,0.102218,no,yes,no,no,no,GC,GC_NFKBIL1
ZNF521,0.0,no,yes,no,no,no,GC,GC_ZNF521
BATF2,0.07348,yes,yes,no,no,yes,GC,GC_BATF2
KLF16,0.180343,no,yes,no,yes,no,GC,GC_KLF16
ZBTB42,0.0,no,yes,no,no,no,GC,GC_ZBTB42
ZNF215,0.064122,no,yes,no,no,no,GC,GC_ZNF215
SSRP1,0.0,no,yes,no,no,no,GC,GC_SSRP1
THAP8,0.0,no,yes,no,no,no,GC,GC_THAP8
RFX3,0.599897,no,yes,no,no,no,GC,GC_RFX3
TBPL1,0.153688,no,yes,no,no,no,GC,GC_TBPL1
ZSCAN16,0.0,no,yes,no,no,no,GC,GC_ZSCAN16
ZNF580,0.0,no,yes,no,no,no,GC,GC_ZNF580
MYC,0.036521,no,yes,no,no,no,GC,GC_MYC
ZNF34,0.153114,yes,no,no,no,no,GC,GC_ZNF34
ETV2,0.0,no,yes,no,no,no,GC,GC_ETV2
ZNF775,0.0,no,yes,no,no,no,GC,GC_ZNF775
ZNF511,0.0,no,yes,no,no,no,GC,GC_ZNF511
MLX,0.0,no,yes,no,no,no,GC,GC_MLX
ZNF579,0.0,no,yes,no,no,no,GC,GC_ZNF579
ZNF629,0.0,no,yes,no,no,no,GC,GC_ZNF629
PHF5A,0.0,no,yes,no,no,no,GC,GC_PHF5A
ESR1,0.297494,yes,no,no,no,no,GC,GC_ESR1
ARNTL2,0.114077,no,yes,no,no,no,GC,GC_ARNTL2
ZNF195,0.036521,no,yes,no,no,no,GC,GC_ZNF195
ZBTB47,0.0,no,yes,no,no,no,GC,GC_ZBTB47
EBF2,0.072357,yes,yes,no,no,yes,GC,GC_EBF2
NCOR2,0.786951,no,yes,no,no,no,GC,GC_NCOR2
ZNF691,0.0,no,yes,no,no,no,GC,GC_ZNF691
TCF21,0.0,no,yes,no,no,no,GC,GC_TCF21
ZBTB1,0.174047,no,yes,no,no,no,GC,GC_ZBTB1
ZSCAN5A,0.0,no,yes,no,no,no,GC,GC_ZSCAN5A
ZNF696,0.0,no,yes,no,no,no,GC,GC_ZNF696
