,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DE_and_DA,cluster,ID
BCL3,0.023372,yes,yes,no,yes,VCT_CCC,VCT_CCC_BCL3
TEAD2,0.028267,yes,no,no,no,VCT_CCC,VCT_CCC_TEAD2
IRX4,0.086172,yes,yes,no,yes,VCT_CCC,VCT_CCC_IRX4
HOXA6,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_HOXA6
TFAP2B,0.042622,no,yes,no,no,VCT_CCC,VCT_CCC_TFAP2B
ZBTB2,0.078608,yes,no,no,no,VCT_CCC,VCT_CCC_ZBTB2
ZBTB7B,0.067467,no,yes,no,no,VCT_CCC,VCT_CCC_ZBTB7B
PRDM16,0.003123,no,yes,no,no,VCT_CCC,VCT_CCC_PRDM16
FOXM1,0.107354,yes,yes,no,yes,VCT_CCC,VCT_CCC_FOXM1
MYCN,0.176569,yes,no,no,no,VCT_CCC,VCT_CCC_MYCN
ADNP,0.400984,no,yes,no,no,VCT_CCC,VCT_CCC_ADNP
ZNF595,0.133808,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF595
GLIS2,0.038502,yes,yes,no,yes,VCT_CCC,VCT_CCC_GLIS2
KLF7,0.029446,no,yes,no,no,VCT_CCC,VCT_CCC_KLF7
FOXL1,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_FOXL1
USF1,0.0368,no,yes,no,no,VCT_CCC,VCT_CCC_USF1
ZNF264,0.083566,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF264
HIVEP1,0.251643,no,yes,no,no,VCT_CCC,VCT_CCC_HIVEP1
ZBED4,0.104041,yes,yes,no,yes,VCT_CCC,VCT_CCC_ZBED4
THRB,0.663234,yes,no,no,no,VCT_CCC,VCT_CCC_THRB
PRDM4,0.074607,no,yes,no,no,VCT_CCC,VCT_CCC_PRDM4
FOXN2,0.320634,yes,no,no,no,VCT_CCC,VCT_CCC_FOXN2
IRF1,0.244287,yes,yes,no,yes,VCT_CCC,VCT_CCC_IRF1
BHLHA15,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_BHLHA15
ZNF93,0.165718,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF93
ZNF677,0.080414,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF677
FOXJ3,0.566134,yes,no,no,no,VCT_CCC,VCT_CCC_FOXJ3
TCF25,0.939522,no,yes,no,no,VCT_CCC,VCT_CCC_TCF25
MAFF,0.268072,yes,no,no,no,VCT_CCC,VCT_CCC_MAFF
ELK4,0.131814,no,yes,no,no,VCT_CCC,VCT_CCC_ELK4
HOXA7,0.013351,yes,no,no,no,VCT_CCC,VCT_CCC_HOXA7
HHEX,0.005442,yes,no,no,no,VCT_CCC,VCT_CCC_HHEX
GCM1,0.456485,yes,no,no,no,VCT_CCC,VCT_CCC_GCM1
ZNF35,0.003819,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF35
BNC1,0.000569,no,yes,no,no,VCT_CCC,VCT_CCC_BNC1
ZNF281,0.120252,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF281
ZNF215,0.028524,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF215
MTF1,0.114549,yes,yes,no,yes,VCT_CCC,VCT_CCC_MTF1
STAT6,0.064945,yes,no,no,no,VCT_CCC,VCT_CCC_STAT6
KLF5,0.430611,no,yes,no,no,VCT_CCC,VCT_CCC_KLF5
THAP2,0.028757,yes,no,no,no,VCT_CCC,VCT_CCC_THAP2
GLIS3,0.228456,yes,yes,no,yes,VCT_CCC,VCT_CCC_GLIS3
RELA,0.113411,no,yes,no,no,VCT_CCC,VCT_CCC_RELA
ZNF254,0.208309,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF254
PKNOX1,0.226452,yes,no,no,no,VCT_CCC,VCT_CCC_PKNOX1
ZNF655,0.179661,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF655
ZBTB43,0.158423,yes,no,no,no,VCT_CCC,VCT_CCC_ZBTB43
IKZF3,0.018857,no,yes,no,no,VCT_CCC,VCT_CCC_IKZF3
FOSL2,0.37555,yes,yes,yes,yes,VCT_CCC,VCT_CCC_FOSL2
KLF11,0.038156,yes,no,no,no,VCT_CCC,VCT_CCC_KLF11
GATA6,0.039124,yes,no,no,no,VCT_CCC,VCT_CCC_GATA6
ZFP92,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_ZFP92
HMGXB3,0.161107,no,yes,no,no,VCT_CCC,VCT_CCC_HMGXB3
ZNF676,0.010001,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF676
HOXD13,0.000372,yes,no,no,no,VCT_CCC,VCT_CCC_HOXD13
MXD1,0.117166,yes,no,no,no,VCT_CCC,VCT_CCC_MXD1
FOXE1,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_FOXE1
PAX5,0.001741,no,yes,no,no,VCT_CCC,VCT_CCC_PAX5
HIVEP3,0.072884,no,yes,no,no,VCT_CCC,VCT_CCC_HIVEP3
EBF2,0.000947,no,yes,no,no,VCT_CCC,VCT_CCC_EBF2
NKX3-1,0.005982,yes,no,no,no,VCT_CCC,VCT_CCC_NKX3-1
HOPX,0.176075,no,yes,no,no,VCT_CCC,VCT_CCC_HOPX
LRRFIP1,0.719914,yes,no,no,no,VCT_CCC,VCT_CCC_LRRFIP1
STAT2,0.192879,yes,yes,no,yes,VCT_CCC,VCT_CCC_STAT2
ELF4,0.205511,yes,yes,no,yes,VCT_CCC,VCT_CCC_ELF4
ZNF746,0.056418,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF746
CEBPG,0.263713,yes,no,no,no,VCT_CCC,VCT_CCC_CEBPG
HEY1,0.089675,yes,no,no,no,VCT_CCC,VCT_CCC_HEY1
BCL11B,0.000802,no,yes,no,no,VCT_CCC,VCT_CCC_BCL11B
USF2,0.161524,yes,yes,no,yes,VCT_CCC,VCT_CCC_USF2
NFKBIZ,0.212358,yes,yes,no,yes,VCT_CCC,VCT_CCC_NFKBIZ
FOXC2,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_FOXC2
SP140L,0.119579,yes,yes,no,yes,VCT_CCC,VCT_CCC_SP140L
ARID1A,0.470508,yes,no,no,no,VCT_CCC,VCT_CCC_ARID1A
GMEB1,0.139129,no,yes,no,no,VCT_CCC,VCT_CCC_GMEB1
ZNF787,0.065695,yes,yes,no,yes,VCT_CCC,VCT_CCC_ZNF787
ZNF224,0.061289,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF224
ZFPM1,0.027448,yes,no,no,no,VCT_CCC,VCT_CCC_ZFPM1
FOXF1,0.003451,no,yes,no,no,VCT_CCC,VCT_CCC_FOXF1
ATF4,0.716769,yes,yes,no,yes,VCT_CCC,VCT_CCC_ATF4
PPP1R13L,0.371493,no,yes,no,no,VCT_CCC,VCT_CCC_PPP1R13L
NCOR2,0.267558,yes,no,no,no,VCT_CCC,VCT_CCC_NCOR2
SP100,0.264609,yes,yes,no,yes,VCT_CCC,VCT_CCC_SP100
ZFP41,0.00398,yes,no,no,no,VCT_CCC,VCT_CCC_ZFP41
TBX2,0.004863,no,yes,no,no,VCT_CCC,VCT_CCC_TBX2
ZNF354C,0.028964,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF354C
IRF9,0.03141,yes,no,no,no,VCT_CCC,VCT_CCC_IRF9
ZNF669,0.023146,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF669
NFYB,0.267921,yes,no,no,no,VCT_CCC,VCT_CCC_NFYB
GATAD2B,0.254355,no,yes,no,no,VCT_CCC,VCT_CCC_GATAD2B
ZNF174,0.016455,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF174
HOXB6,0.001517,yes,no,no,no,VCT_CCC,VCT_CCC_HOXB6
EGR4,0.002316,yes,no,no,no,VCT_CCC,VCT_CCC_EGR4
ZNF808,0.05561,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF808
SMAD6,0.024504,no,yes,no,no,VCT_CCC,VCT_CCC_SMAD6
ZNF143,0.116382,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF143
ZNF22,0.232272,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF22
YBX3,0.629562,yes,no,no,no,VCT_CCC,VCT_CCC_YBX3
ZNF121,0.165787,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF121
TONSL,0.072202,yes,no,no,no,VCT_CCC,VCT_CCC_TONSL
ELK3,0.050347,yes,no,no,no,VCT_CCC,VCT_CCC_ELK3
ZNF600,0.100799,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF600
ZNF714,0.166389,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF714
MYC,0.172799,yes,yes,no,yes,VCT_CCC,VCT_CCC_MYC
PATZ1,0.036129,no,yes,no,no,VCT_CCC,VCT_CCC_PATZ1
LHX6,5.6e-05,no,yes,no,no,VCT_CCC,VCT_CCC_LHX6
HMGA2,0.004827,no,yes,no,no,VCT_CCC,VCT_CCC_HMGA2
SP6,0.119042,no,yes,no,no,VCT_CCC,VCT_CCC_SP6
ZNF366,0.002059,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF366
ZNF611,0.180756,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF611
LYAR,0.224058,yes,yes,no,yes,VCT_CCC,VCT_CCC_LYAR
ZNF749,0.005146,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF749
ZNF239,0.009897,yes,yes,no,yes,VCT_CCC,VCT_CCC_ZNF239
CREB5,0.281676,yes,no,no,no,VCT_CCC,VCT_CCC_CREB5
ZNF525,0.079356,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF525
SOX18,0.0025,no,yes,no,no,VCT_CCC,VCT_CCC_SOX18
NONO,0.581657,yes,no,no,no,VCT_CCC,VCT_CCC_NONO
MEIS3,0.005164,no,yes,no,no,VCT_CCC,VCT_CCC_MEIS3
FOS,2.13807,yes,no,yes,yes,VCT_CCC,VCT_CCC_FOS
KLF6,1.184672,yes,no,no,no,VCT_CCC,VCT_CCC_KLF6
ZNF805,0.014324,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF805
NFATC2,0.045221,yes,no,no,no,VCT_CCC,VCT_CCC_NFATC2
HMBOX1,0.198344,no,yes,no,no,VCT_CCC,VCT_CCC_HMBOX1
DNAJC1,0.270455,yes,yes,no,yes,VCT_CCC,VCT_CCC_DNAJC1
LHX1,0.00087,yes,no,no,no,VCT_CCC,VCT_CCC_LHX1
ZNF165,0.095225,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF165
ZNF397,0.100534,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF397
MNT,0.080565,yes,no,no,no,VCT_CCC,VCT_CCC_MNT
SOX8,0.000383,no,yes,no,no,VCT_CCC,VCT_CCC_SOX8
ELF1,0.667528,yes,yes,no,yes,VCT_CCC,VCT_CCC_ELF1
CSRNP1,0.186602,yes,yes,no,yes,VCT_CCC,VCT_CCC_CSRNP1
ZNF841,0.013488,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF841
E2F7,0.072909,no,yes,no,no,VCT_CCC,VCT_CCC_E2F7
ZBTB1,0.132197,no,yes,no,no,VCT_CCC,VCT_CCC_ZBTB1
IRF8,0.016489,yes,no,no,no,VCT_CCC,VCT_CCC_IRF8
ZNF423,0.026983,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF423
ID3,0.786784,yes,no,no,no,VCT_CCC,VCT_CCC_ID3
PLAGL1,0.164522,yes,no,no,no,VCT_CCC,VCT_CCC_PLAGL1
TFAP4,0.078848,yes,yes,no,yes,VCT_CCC,VCT_CCC_TFAP4
ETS1,0.015855,yes,no,no,no,VCT_CCC,VCT_CCC_ETS1
ZNF568,0.037706,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF568
AHRR,0.022173,yes,no,no,no,VCT_CCC,VCT_CCC_AHRR
BATF3,0.069859,yes,yes,no,yes,VCT_CCC,VCT_CCC_BATF3
KLF4,0.3518,yes,no,no,no,VCT_CCC,VCT_CCC_KLF4
TEAD4,0.258066,no,yes,no,no,VCT_CCC,VCT_CCC_TEAD4
ZNF589,0.028155,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF589
FEV,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_FEV
ZNF467,0.004801,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF467
TCF3,0.106709,yes,no,no,no,VCT_CCC,VCT_CCC_TCF3
TSHZ3,0.010139,no,yes,no,no,VCT_CCC,VCT_CCC_TSHZ3
NFKB2,0.086885,yes,no,no,no,VCT_CCC,VCT_CCC_NFKB2
GTF3A,0.42884,yes,yes,no,yes,VCT_CCC,VCT_CCC_GTF3A
HOXC6,0.005017,yes,no,no,no,VCT_CCC,VCT_CCC_HOXC6
ATF5,0.124904,no,yes,no,no,VCT_CCC,VCT_CCC_ATF5
ZNF256,0.012169,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF256
HES6,0.021009,yes,no,no,no,VCT_CCC,VCT_CCC_HES6
ZNFX1,0.104084,no,yes,no,no,VCT_CCC,VCT_CCC_ZNFX1
PRDM14,0.000962,no,yes,no,no,VCT_CCC,VCT_CCC_PRDM14
ZNF836,0.025174,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF836
FIZ1,0.022457,no,yes,no,no,VCT_CCC,VCT_CCC_FIZ1
STAT3,0.267704,yes,yes,no,yes,VCT_CCC,VCT_CCC_STAT3
CREB3L2,0.702848,yes,no,no,no,VCT_CCC,VCT_CCC_CREB3L2
NEUROD1,0.000384,no,yes,no,no,VCT_CCC,VCT_CCC_NEUROD1
TSC22D2,0.440065,yes,no,no,no,VCT_CCC,VCT_CCC_TSC22D2
ZNF814,0.170882,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF814
ETV4,0.040532,yes,no,no,no,VCT_CCC,VCT_CCC_ETV4
ZNF487,0.034975,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF487
PRDM5,0.052583,no,yes,no,no,VCT_CCC,VCT_CCC_PRDM5
ZNF485,0.010955,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF485
TFEC,0.015797,no,yes,no,no,VCT_CCC,VCT_CCC_TFEC
ZNF195,0.115225,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF195
MYNN,0.087883,no,yes,no,no,VCT_CCC,VCT_CCC_MYNN
PPARG,0.811377,no,yes,no,no,VCT_CCC,VCT_CCC_PPARG
DNMT3B,0.148335,yes,no,no,no,VCT_CCC,VCT_CCC_DNMT3B
ZNF606,0.01612,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF606
MXI1,0.093665,yes,no,no,no,VCT_CCC,VCT_CCC_MXI1
ZNF296,0.006304,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF296
STAT4,0.045444,yes,no,no,no,VCT_CCC,VCT_CCC_STAT4
KLF16,0.038429,no,yes,no,no,VCT_CCC,VCT_CCC_KLF16
ZNF658,0.026361,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF658
DLX3,0.190875,yes,no,no,no,VCT_CCC,VCT_CCC_DLX3
SNAI2,0.016706,yes,no,no,no,VCT_CCC,VCT_CCC_SNAI2
ZNF383,0.040751,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF383
RFX8,0.019477,yes,no,no,no,VCT_CCC,VCT_CCC_RFX8
ZNF431,0.21742,yes,yes,no,yes,VCT_CCC,VCT_CCC_ZNF431
BATF2,0.000958,no,yes,no,no,VCT_CCC,VCT_CCC_BATF2
HOXC9,0.010151,yes,no,no,no,VCT_CCC,VCT_CCC_HOXC9
ATF1,0.338239,yes,no,no,no,VCT_CCC,VCT_CCC_ATF1
IRX2,0.200657,yes,no,no,no,VCT_CCC,VCT_CCC_IRX2
ATOH8,0.003502,no,yes,no,no,VCT_CCC,VCT_CCC_ATOH8
UBP1,0.152094,yes,no,no,no,VCT_CCC,VCT_CCC_UBP1
ZNF396,0.001918,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF396
E2F8,0.010039,no,yes,no,no,VCT_CCC,VCT_CCC_E2F8
SPIB,0.000914,no,yes,no,no,VCT_CCC,VCT_CCC_SPIB
NFXL1,0.202229,yes,no,no,no,VCT_CCC,VCT_CCC_NFXL1
NR1H3,0.081012,yes,no,no,no,VCT_CCC,VCT_CCC_NR1H3
HIC2,0.419397,yes,no,no,no,VCT_CCC,VCT_CCC_HIC2
POU2F3,0.02273,yes,no,no,no,VCT_CCC,VCT_CCC_POU2F3
TET1,0.359167,yes,no,no,no,VCT_CCC,VCT_CCC_TET1
ZNF777,0.045176,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF777
ELF3,0.580719,yes,no,no,no,VCT_CCC,VCT_CCC_ELF3
ZBTB42,0.014237,yes,no,no,no,VCT_CCC,VCT_CCC_ZBTB42
THAP10,0.00175,yes,no,no,no,VCT_CCC,VCT_CCC_THAP10
HIF1A,0.385082,yes,yes,no,yes,VCT_CCC,VCT_CCC_HIF1A
HMG20B,0.588222,yes,no,no,no,VCT_CCC,VCT_CCC_HMG20B
E2F1,0.079787,yes,yes,no,yes,VCT_CCC,VCT_CCC_E2F1
ZNF304,0.009349,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF304
EPAS1,1.01389,yes,yes,no,yes,VCT_CCC,VCT_CCC_EPAS1
ZNF358,0.038808,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF358
FOXJ2,0.072182,yes,no,no,no,VCT_CCC,VCT_CCC_FOXJ2
WIZ,0.057453,no,yes,no,no,VCT_CCC,VCT_CCC_WIZ
IRF5,0.004387,no,yes,no,no,VCT_CCC,VCT_CCC_IRF5
NFYA,0.097333,yes,no,no,no,VCT_CCC,VCT_CCC_NFYA
ZNF217,0.263146,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF217
NPAS4,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_NPAS4
TGIF1,0.643109,no,yes,no,no,VCT_CCC,VCT_CCC_TGIF1
ZNF726,0.081547,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF726
NFKBID,0.025611,yes,yes,no,yes,VCT_CCC,VCT_CCC_NFKBID
ARID3A,1.127094,yes,no,no,no,VCT_CCC,VCT_CCC_ARID3A
IKZF4,0.059241,yes,no,no,no,VCT_CCC,VCT_CCC_IKZF4
ZNF653,0.006532,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF653
ZNF268,0.055593,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF268
TOX2,0.002332,no,yes,no,no,VCT_CCC,VCT_CCC_TOX2
NR1D2,0.068536,no,yes,no,no,VCT_CCC,VCT_CCC_NR1D2
SMAD7,0.08247,no,yes,no,no,VCT_CCC,VCT_CCC_SMAD7
ZNF275,0.019895,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF275
E2F5,0.037402,no,yes,no,no,VCT_CCC,VCT_CCC_E2F5
TSC22D3,0.069629,yes,no,no,no,VCT_CCC,VCT_CCC_TSC22D3
NFKB1,0.26925,no,yes,no,no,VCT_CCC,VCT_CCC_NFKB1
SP140,0.00783,no,yes,no,no,VCT_CCC,VCT_CCC_SP140
MLXIP,0.035303,yes,yes,no,yes,VCT_CCC,VCT_CCC_MLXIP
ZNF480,0.090335,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF480
IRF7,0.072148,yes,yes,no,yes,VCT_CCC,VCT_CCC_IRF7
ZNF681,0.037334,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF681
ZBTB47,0.001966,no,yes,no,no,VCT_CCC,VCT_CCC_ZBTB47
KLF2,0.093668,yes,no,no,no,VCT_CCC,VCT_CCC_KLF2
TCF7L2,1.048008,yes,no,no,no,VCT_CCC,VCT_CCC_TCF7L2
ZNF813,0.072793,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF813
FOXA1,not_enough_cells_expr_limma,no,yes,no,no,VCT_CCC,VCT_CCC_FOXA1
ZNF540,0.013053,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF540
ZNF675,0.068444,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF675
TFAM,0.334295,no,yes,no,no,VCT_CCC,VCT_CCC_TFAM
PRRX1,0.005306,no,yes,no,no,VCT_CCC,VCT_CCC_PRRX1
HEY2,0.000251,no,yes,no,no,VCT_CCC,VCT_CCC_HEY2
TEAD1,0.934551,yes,no,no,no,VCT_CCC,VCT_CCC_TEAD1
TP53,0.206721,yes,yes,no,yes,VCT_CCC,VCT_CCC_TP53
ZNF205,0.052262,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF205
ETV7,0.088855,yes,no,no,no,VCT_CCC,VCT_CCC_ETV7
NR2C1,0.171668,no,yes,no,no,VCT_CCC,VCT_CCC_NR2C1
THAP1,0.08188,no,yes,no,no,VCT_CCC,VCT_CCC_THAP1
ZNF468,0.073109,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF468
GATA2,0.585411,yes,no,no,no,VCT_CCC,VCT_CCC_GATA2
ZNF100,0.137916,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF100
LRRFIP2,0.331285,yes,no,no,no,VCT_CCC,VCT_CCC_LRRFIP2
TFDP1,0.458608,no,yes,no,no,VCT_CCC,VCT_CCC_TFDP1
RUNX1,0.222718,yes,no,no,no,VCT_CCC,VCT_CCC_RUNX1
MAZ,0.246133,yes,no,no,no,VCT_CCC,VCT_CCC_MAZ
ARNTL2,0.105325,yes,yes,no,yes,VCT_CCC,VCT_CCC_ARNTL2
ZNF292,0.643799,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF292
SP110,0.100179,yes,yes,no,yes,VCT_CCC,VCT_CCC_SP110
JUND,0.74128,yes,yes,yes,yes,VCT_CCC,VCT_CCC_JUND
ID1,0.484023,yes,no,no,no,VCT_CCC,VCT_CCC_ID1
ZBED2,0.00266,yes,yes,no,yes,VCT_CCC,VCT_CCC_ZBED2
ZNF101,0.041549,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF101
ZNF768,0.051064,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF768
DNAJC2,0.30785,yes,yes,no,yes,VCT_CCC,VCT_CCC_DNAJC2
ZNF273,0.054004,yes,no,no,no,VCT_CCC,VCT_CCC_ZNF273
E2F2,0.051784,yes,yes,no,yes,VCT_CCC,VCT_CCC_E2F2
REL,0.275197,yes,no,no,no,VCT_CCC,VCT_CCC_REL
SOX4,0.603232,yes,no,no,no,VCT_CCC,VCT_CCC_SOX4
HIVEP2,0.12869,no,yes,no,no,VCT_CCC,VCT_CCC_HIVEP2
ZNF175,0.087099,no,yes,no,no,VCT_CCC,VCT_CCC_ZNF175
FOXO3,0.342812,yes,yes,no,yes,VCT_CCC,VCT_CCC_FOXO3
JDP2,0.066782,yes,yes,yes,yes,VCT_CCC,VCT_CCC_JDP2
BHLHE40,0.372478,yes,no,no,no,VCT_CCC,VCT_CCC_BHLHE40
RARA,0.019114,no,yes,no,no,VCT_CCC,VCT_CCC_RARA
HOXB7,0.045219,yes,no,no,no,VCT_CCC,VCT_CCC_HOXB7
