,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DE_and_DA,cluster,ID
SP5,0.0,no,yes,no,no,GC,GC_SP5
ZNF239,0.064122,no,yes,no,no,GC,GC_ZNF239
E4F1,0.126308,no,yes,no,no,GC,GC_E4F1
NFKBID,0.0,no,yes,no,no,GC,GC_NFKBID
ZBED6,0.0,no,yes,no,no,GC,GC_ZBED6
NRL,0.0,no,yes,no,no,GC,GC_NRL
TOX,0.0,no,yes,no,no,GC,GC_TOX
EGR3,0.0,no,yes,no,no,GC,GC_EGR3
ZNF775,0.0,no,yes,no,no,GC,GC_ZNF775
SOX18,0.0,no,yes,no,no,GC,GC_SOX18
ZNF668,0.064122,no,yes,no,no,GC,GC_ZNF668
RERE,1.532755,no,yes,no,no,GC,GC_RERE
MEIS3,0.0,no,yes,no,no,GC,GC_MEIS3
PURG,0.0,no,yes,no,no,GC,GC_PURG
ZNF514,0.126062,yes,no,no,no,GC,GC_ZNF514
HOMEZ,0.0,no,yes,no,no,GC,GC_HOMEZ
ZNF837,0.0,no,yes,no,no,GC,GC_ZNF837
SP140,0.0,no,yes,no,no,GC,GC_SP140
ZNF76,0.068919,no,yes,no,no,GC,GC_ZNF76
BCL11A,0.126062,yes,no,no,no,GC,GC_BCL11A
HEYL,0.0,no,yes,no,no,GC,GC_HEYL
ZNF32,0.0,no,yes,no,no,GC,GC_ZNF32
ZNF595,0.406492,yes,no,no,no,GC,GC_ZNF595
ZNF572,0.049069,yes,no,no,no,GC,GC_ZNF572
GLIS2,0.0,no,yes,no,no,GC,GC_GLIS2
KLF15,0.0,no,yes,no,no,GC,GC_KLF15
ZNF692,0.0,no,yes,no,no,GC,GC_ZNF692
ZNF513,0.036521,no,yes,no,no,GC,GC_ZNF513
ZNF480,0.064122,no,yes,no,no,GC,GC_ZNF480
ZNF282,0.176294,no,yes,no,no,GC,GC_ZNF282
HMBOX1,0.561467,no,yes,no,no,GC,GC_HMBOX1
DNAJC1,0.976532,no,yes,no,no,GC,GC_DNAJC1
ZNF362,0.0,no,yes,no,no,GC,GC_ZNF362
OSR2,0.04864,no,yes,no,no,GC,GC_OSR2
MXD4,0.393713,no,yes,no,no,GC,GC_MXD4
ZNF526,0.0,no,yes,no,no,GC,GC_ZNF526
ZNF397,0.213696,no,yes,no,no,GC,GC_ZNF397
ZSCAN5A,0.0,no,yes,no,no,GC,GC_ZSCAN5A
ZBTB47,0.0,no,yes,no,no,GC,GC_ZBTB47
ZBED4,0.149811,no,yes,no,no,GC,GC_ZBED4
ZNF536,0.098349,yes,no,no,no,GC,GC_ZNF536
ZNF48,0.0,no,yes,no,no,GC,GC_ZNF48
ZNF764,0.0,no,yes,no,no,GC,GC_ZNF764
ZNF784,0.0,no,yes,no,no,GC,GC_ZNF784
THAP3,0.074076,no,yes,no,no,GC,GC_THAP3
MESP1,0.0,no,yes,no,no,GC,GC_MESP1
ZNF691,0.0,no,yes,no,no,GC,GC_ZNF691
VENTX,0.0,no,yes,no,no,GC,GC_VENTX
ZNF786,0.0,no,yes,no,no,GC,GC_ZNF786
ZFP1,0.191622,yes,no,no,no,GC,GC_ZFP1
BHLHA15,not_enough_cells_expr_limma,no,yes,no,no,GC,GC_BHLHA15
ZNF469,0.0,no,yes,no,no,GC,GC_ZNF469
CSRNP1,0.053951,no,yes,no,no,GC,GC_CSRNP1
RCOR1,1.39628,no,yes,no,no,GC,GC_RCOR1
CREB1,0.323154,no,yes,no,no,GC,GC_CREB1
SPIC,0.04864,yes,no,no,no,GC,GC_SPIC
ZNF517,0.102592,yes,yes,no,yes,GC,GC_ZNF517
ZNF689,0.0,no,yes,no,no,GC,GC_ZNF689
ZBTB1,0.174047,no,yes,no,no,GC,GC_ZBTB1
ETV1,0.102218,yes,no,no,no,GC,GC_ETV1
PRRX1,0.0,no,yes,no,no,GC,GC_PRRX1
PHF5A,0.0,no,yes,no,no,GC,GC_PHF5A
ZNF423,0.121927,no,yes,no,no,GC,GC_ZNF423
THAP7,0.190747,yes,yes,no,yes,GC,GC_THAP7
PLAGL1,0.519857,no,yes,no,no,GC,GC_PLAGL1
ZNF205,0.063885,no,yes,no,no,GC,GC_ZNF205
TFEB,0.0,no,yes,no,no,GC,GC_TFEB
ETS1,0.036521,no,yes,no,no,GC,GC_ETS1
ZNF35,0.0,no,yes,no,no,GC,GC_ZNF35
ZNF771,0.0,no,yes,no,no,GC,GC_ZNF771
ZNF446,0.0,no,yes,no,no,GC,GC_ZNF446
ZNF132,0.0,no,yes,no,no,GC,GC_ZNF132
BATF3,0.036521,no,yes,no,no,GC,GC_BATF3
ZNF215,0.064122,no,yes,no,no,GC,GC_ZNF215
ZNF91,0.748391,no,yes,no,no,GC,GC_ZNF91
HOXC4,0.072357,yes,no,no,no,GC,GC_HOXC4
ZNF2,0.0,no,yes,no,no,GC,GC_ZNF2
NFKBIB,0.0,no,yes,no,no,GC,GC_NFKBIB
ZSCAN16,0.0,no,yes,no,no,GC,GC_ZSCAN16
SP1,0.181959,no,yes,no,no,GC,GC_SP1
NFKBIL1,0.102218,no,yes,no,no,GC,GC_NFKBIL1
ARNTL2,0.114077,no,yes,no,no,GC,GC_ARNTL2
