peak_id,highly_variable
chr1:12485267-12485822,True
chr1:12504720-12505466,True
chr1:12539813-12540607,True
chr1:12572532-12572934,True
chr1:12585604-12586078,True
chr1:12595750-12596800,True
chr1:12618092-12618594,True
chr1:13748702-13749793,True
chr1:13801162-13801592,True
chr1:14137345-14138754,True
chr1:14926089-14926531,True
chr1:15016425-15016899,True
chr1:15356163-15357158,True
chr1:15409422-15410028,True
chr1:15523971-15525292,True
chr1:15526427-15527051,True
chr1:15617042-15617715,True
chr1:15681670-15681944,True
chr1:15734781-15735511,True
chr1:15788069-15788843,True
chr1:15799928-15800758,True
chr1:15820280-15821198,True
chr1:15834346-15835200,True
chr1:15835493-15836232,True
chr1:15847148-15847963,True
chr1:16351989-16352940,True
chr1:16379212-16379644,True
chr1:16464579-16465446,True
chr1:16498800-16499464,True
chr1:16499669-16500154,True
chr1:16604678-16605879,True
chr1:16612856-16613925,True
chr1:16644026-16645282,True
chr1:16904573-16905414,True
chr1:16913435-16914517,True
chr1:16980568-16981364,True
chr1:17015772-17016516,True
chr1:17053518-17054600,True
chr1:17097748-17099185,True
chr1:17162683-17163304,True
chr1:17167530-17168496,True
chr1:17200337-17201064,True
chr1:17237087-17237641,True
chr1:17441444-17441857,True
chr1:17460100-17460514,True
chr1:17468348-17469302,True
chr1:17553823-17554337,True
chr1:18901960-18903420,True
chr1:19009785-19010243,True
chr1:19164574-19165024,True
chr1:19311833-19312831,True
chr1:19395757-19396006,True
chr1:19484900-19486208,True
chr1:19596365-19597797,True
chr1:20216673-20216969,True
chr1:20238628-20239265,True
chr1:20602904-20603676,True
chr1:20613491-20614208,True
chr1:20633228-20634093,True
chr1:20661022-20661913,True
chr1:20717431-20718235,True
chr1:20786163-20787545,True
chr1:20884312-20884772,True
chr1:21176023-21177399,True
chr1:21238092-21239040,True
chr1:21251735-21252525,True
chr1:21254599-21254894,True
chr1:21508453-21509351,True
chr1:21622270-21622780,True
chr1:21626690-21627374,True
chr1:21782525-21783836,True
chr1:21937147-21938187,True
chr1:21944404-21944899,True
chr1:21951405-21951816,True
chr1:21960185-21960781,True
chr1:22052403-22053621,True
chr1:22142296-22143394,True
chr1:22250565-22251141,True
chr1:22275194-22276119,True
chr1:22315439-22316025,True
chr1:22412491-22412842,True
chr1:22451427-22452476,True
chr1:22861611-22862338,True
chr1:23019195-23019788,True
chr1:23089786-23090415,True
chr1:23196561-23197260,True
chr1:23343707-23344830,True
chr1:23367870-23368605,True
chr1:23435920-23437122,True
chr1:23448893-23449702,True
chr1:23477323-23477767,True
chr1:23483975-23484826,True
chr1:23496487-23496772,True
chr1:23539691-23540307,True
chr1:23559157-23559691,True
chr1:23581138-23581591,True
chr1:23585352-23586051,True
chr1:23591624-23591917,True
chr1:23691306-23691935,True
chr1:23799442-23800331,True
chr1:23800458-23801696,True
chr1:23867643-23868578,True
chr1:23932014-23932274,True
chr1:23951533-23952177,True
chr1:23958944-23959960,True
chr1:23979804-23980572,True
chr1:24046360-24046604,True
chr1:24266274-24266972,True
chr1:24321232-24322661,True
chr1:24501911-24503362,True
chr1:24642447-24643702,True
chr1:24692427-24693052,True
chr1:24702110-24702983,True
chr1:24724325-24725785,True
chr1:24742230-24742785,True
chr1:24744858-24745507,True
chr1:24959625-24959872,True
chr1:25239573-25240239,True
chr1:25246989-25247927,True
chr1:25369131-25369886,True
chr1:25429926-25431110,True
chr1:25616057-25617085,True
chr1:25819486-25820235,True
chr1:25875125-25876129,True
chr1:25892226-25892779,True
chr1:25954280-25954827,True
chr1:25997761-25998686,True
chr1:26035026-26036290,True
chr1:26169617-26170358,True
chr1:26174446-26174792,True
chr1:26233614-26234911,True
chr1:26303005-26303371,True
chr1:26331475-26331907,True
chr1:26349121-26349546,True
chr1:26387144-26387674,True
chr1:26417047-26417608,True
chr1:26431812-26432454,True
chr1:26471837-26473304,True
chr1:26483934-26484313,True
chr1:26500034-26501352,True
chr1:26541915-26542642,True
chr1:26620237-26621666,True
chr1:26695369-26696130,True
chr1:26753449-26754692,True
chr1:26826476-26827055,True
chr1:26907582-26907933,True
chr1:26959696-26960680,True
chr1:27111977-27112540,True
chr1:27321604-27322557,True
chr1:27342962-27343268,True
chr1:27349290-27350067,True
chr1:27489559-27490694,True
chr1:27725413-27726214,True
chr1:27772798-27773723,True
chr1:27959344-27960423,True
chr1:28087924-28088911,True
chr1:28197015-28197384,True
chr1:28259098-28260539,True
chr1:28299943-28300638,True
chr1:28343450-28344287,True
chr1:28354163-28354537,True
chr1:28369453-28370203,True
chr1:28552436-28553601,True
chr1:28581352-28582212,True
chr1:28642390-28643470,True
chr1:28647985-28649127,True
chr1:28668140-28669439,True
chr1:28736362-28737307,True
chr1:29156845-29157163,True
chr1:29181026-29182234,True
chr1:29226974-29227825,True
chr1:29237971-29238547,True
chr1:31065383-31066083,True
chr1:31154575-31155582,True
chr1:31296353-31297285,True
chr1:31389777-31390553,True
chr1:31471215-31471983,True
chr1:31548655-31549863,True
chr1:31644548-31645327,True
chr1:31650793-31651284,True
chr1:31760561-31761225,True
chr1:31854932-31855440,True
chr1:31937632-31938714,True
chr1:31944256-31945021,True
chr1:32072519-32073464,True
chr1:32133121-32133958,True
chr1:32241115-32241679,True
chr1:32291621-32292427,True
chr1:32351033-32352087,True
chr1:32393923-32395088,True
chr1:32499909-32501041,True
chr1:32637137-32637637,True
chr1:32769513-32770059,True
chr1:32963731-32965111,True
chr1:33036409-33037176,True
chr1:33126920-33127631,True
chr1:33181543-33182269,True
chr1:33338459-33339273,True
chr1:33342169-33342648,True
chr1:33349190-33350215,True
chr1:33430418-33431300,True
chr1:35031113-35032146,True
chr1:35191929-35193406,True
chr1:35448353-35448716,True
chr1:35557027-35557954,True
chr1:35570543-35570906,True
chr1:35807397-35808198,True
chr1:35930331-35931552,True
chr1:35936511-35937147,True
chr1:36088664-36089299,True
chr1:36149126-36149949,True
chr1:36150211-36151107,True
chr1:36155584-36156288,True
chr1:36223763-36224913,True
chr1:36305890-36307170,True
chr1:36320822-36321928,True
chr1:36341770-36342972,True
chr1:36349162-36349684,True
chr1:36385420-36386310,True
chr1:36397136-36398181,True
chr1:36415506-36416070,True
chr1:37595590-37596183,True
chr1:37691305-37692542,True
chr1:37807537-37808714,True
chr1:37859378-37860354,True
chr1:37907454-37908037,True
chr1:37930569-37931008,True
chr1:37931555-37932095,True
chr1:37944807-37945184,True
chr1:37964026-37964513,True
chr1:38012112-38013230,True
chr1:38741237-38741695,True
chr1:38745482-38745967,True
chr1:38858855-38860109,True
chr1:38872731-38873638,True
chr1:38990829-38991634,True
chr1:39047411-39048279,True
chr1:39104763-39106027,True
chr1:39132870-39133381,True
chr1:39142518-39142929,True
chr1:39189566-39189954,True
chr1:39220890-39221211,True
chr1:39559121-39559748,True
chr1:39738590-39739313,True
chr1:39816794-39817068,True
chr1:39829801-39830326,True
chr1:39883053-39884412,True
chr1:39934221-39934902,True
chr1:39980441-39980988,True
chr1:39985000-39985274,True
chr1:40012113-40012554,True
chr1:40035461-40035761,True
chr1:40039668-40041061,True
chr1:40160778-40161986,True
chr1:40691230-40692289,True
chr1:40723219-40723824,True
chr1:40861995-40862726,True
chr1:40979243-40980098,True
chr1:41159366-41159581,True
chr1:41353625-41354176,True
chr1:41360909-41362102,True
chr1:41387151-41388004,True
chr1:41662085-41662442,True
chr1:41665072-41665683,True
chr1:42035452-42036200,True
chr1:42146880-42147268,True
chr1:42209783-42210968,True
chr1:42312580-42313217,True
chr1:42334732-42335720,True
chr1:42398979-42400005,True
chr1:42484369-42484682,True
chr1:42639147-42639403,True
chr1:42735424-42736372,True
chr1:42766483-42767655,True
chr1:42816481-42817527,True
chr1:42846126-42846786,True
chr1:42924133-42925052,True
chr1:42944213-42944580,True
chr1:42958164-42959214,True
chr1:42991954-42992637,True
chr1:43005259-43006132,True
chr1:43031155-43031930,True
chr1:43206603-43207930,True
chr1:43348509-43349699,True
chr1:43358110-43359051,True
chr1:43367568-43368620,True
chr1:43513378-43513886,True
chr1:43522818-43523444,True
chr1:43549965-43550511,True
chr1:43649422-43650560,True
chr1:43707088-43708002,True
chr1:43874557-43875039,True
chr1:43946225-43947087,True
chr1:43991216-43992117,True
chr1:44213214-44213725,True
chr1:44327452-44328543,True
chr1:44354682-44355532,True
chr1:44673933-44674795,True
chr1:44721546-44722289,True
chr1:44730668-44731523,True
chr1:44739332-44739960,True
chr1:44774682-44775917,True
chr1:44799667-44800703,True
chr1:44806991-44808048,True
chr1:44819686-44820420,True
chr1:44842959-44843554,True
chr1:44968166-44968430,True
chr1:44985825-44986887,True
chr1:45303297-45304436,True
chr1:45339582-45340549,True
chr1:45686046-45687436,True
chr1:45721258-45721556,True
chr1:45750200-45750962,True
chr1:45803229-45803719,True
chr1:46003341-46003651,True
chr1:46132366-46133448,True
chr1:46188540-46189041,True
chr1:46448096-46448482,True
chr1:46718607-46719474,True
chr1:47313894-47314818,True
chr1:47333472-47334871,True
chr1:47409235-47409936,True
chr1:47561532-47561797,True
chr1:49797492-49797833,True
chr1:51230607-51231406,True
chr1:51518478-51519576,True
chr1:51621159-51621404,True
chr1:51729458-51730194,True
chr1:51878261-51879332,True
chr1:51983686-51984036,True
chr1:52049392-52049831,True
chr1:52238468-52239536,True
chr1:52365674-52366605,True
chr1:52403681-52405008,True
chr1:52552581-52553833,True
chr1:52697606-52698518,True
chr1:53146039-53146624,True
chr1:53196273-53197619,True
chr1:53219975-53220998,True
chr1:53256811-53257660,True
chr1:53889501-53890291,True
chr1:53945399-53946609,True
chr1:54323263-54323815,True
chr1:54405934-54406615,True
chr1:54428542-54429561,True
chr1:54514053-54514646,True
chr1:54666381-54666644,True
chr1:54764033-54764929,True
chr1:54860944-54861231,True
chr1:55262626-55263478,True
chr1:55623066-55623689,True
chr1:55980594-55980936,True
chr1:56516856-56517519,True
chr1:58809165-58809625,True
chr1:59155203-59155734,True
chr1:59220355-59220624,True
chr1:59333524-59334065,True
chr1:60998696-60999212,True
chr1:61653910-61654465,True
chr1:62179958-62180461,True
chr1:62230540-62231099,True
chr1:62774953-62775419,True
chr1:62783217-62784245,True
chr1:63773760-63774269,True
chr1:63920371-63920970,True
chr1:64138116-64138780,True
chr1:64171548-64172313,True
chr1:64186588-64186887,True
chr1:64187592-64188047,True
chr1:64220312-64220620,True
chr1:64915813-64916121,True
chr1:64933232-64933663,True
chr1:64965825-64966745,True
chr1:65170408-65171001,True
chr1:65395824-65396426,True
chr1:65419730-65420829,True
chr1:66371236-66372023,True
chr1:66924367-66925590,True
chr1:66929766-66930760,True
chr1:67053064-67054490,True
chr1:67162992-67163381,True
chr1:67430184-67431181,True
chr1:67535452-67535722,True
chr1:67572217-67572950,True
chr1:67684886-67685497,True
chr1:67832731-67833772,True
chr1:68496683-68497404,True
chr1:70410606-70411512,True
chr1:70790225-70790709,True
chr1:71030036-71030317,True
chr1:71047349-71047996,True
chr1:77515339-77515722,True
chr1:77682328-77683713,True
chr1:77866378-77866619,True
chr1:77919568-77919980,True
chr1:78105878-78106621,True
chr1:80593762-80594647,True
chr1:83055833-83056044,True
chr1:84479070-84479817,True
chr1:84505664-84506797,True
chr1:84851815-84852672,True
chr1:85134412-85135632,True
chr1:85146534-85147274,True
chr1:85225037-85225632,True
chr1:85276066-85276959,True
chr1:85308182-85308412,True
chr1:85570841-85571468,True
chr1:85580514-85581101,True
chr1:85607078-85607599,True
chr1:85615945-85616628,True
chr1:86704029-86705480,True
chr1:86885192-86885627,True
chr1:87175106-87176350,True
chr1:87242861-87243159,True
chr1:87284610-87285194,True
chr1:87291011-87291419,True
chr1:87328080-87329020,True
chr1:87439833-87440148,True
chr1:88433153-88433925,True
chr1:88683651-88685040,True
chr1:88890923-88891847,True
chr1:88892489-88893037,True
chr1:88992291-88993284,True
chr1:89112860-89113434,True
chr1:89524077-89525409,True
chr1:89582574-89582900,True
chr1:89590312-89590992,True
chr1:89780774-89781190,True
chr1:89889744-89890583,True
chr1:89942950-89943672,True
chr1:89945928-89946151,True
chr1:89994623-89995644,True
chr1:91021088-91022475,True
chr1:91233884-91234513,True
chr1:91808129-91808785,True
chr1:91915039-91915609,True
chr1:92298416-92299349,True
chr1:92341535-92341933,True
chr1:92784609-92785573,True
chr1:92822105-92823263,True
chr1:92960999-92962227,True
chr1:93179554-93180802,True
chr1:93345494-93346743,True
chr1:93566298-93566532,True
chr1:93567472-93568147,True
chr1:93638137-93639327,True
chr1:93695385-93695766,True
chr1:93700585-93701257,True
chr1:93701654-93702235,True
chr1:93754001-93754791,True
chr1:93779500-93780192,True
chr1:93827711-93828700,True
chr1:93846999-93848163,True
chr1:94101336-94102046,True
chr1:94236809-94237836,True
chr1:94926286-94927654,True
chr1:95072289-95073319,True
chr1:98323912-98324258,True
chr1:98326054-98326429,True
chr1:98661249-98662262,True
chr1:99969645-99970566,True
chr1:100037837-100038928,True
chr1:101025432-101026356,True
chr1:102879390-102879916,True
chr1:108691712-108692909,True
chr1:108720848-108721642,True
chr1:108746255-108747595,True
chr1:109090134-109091024,True
chr1:109213552-109214447,True
chr1:109264290-109264776,True
chr1:109425723-109426790,True
chr1:109879334-109879755,True
chr1:109984461-109985297,True
chr1:110034277-110035191,True
chr1:110186637-110186970,True
chr1:110187167-110187848,True
chr1:110338141-110339508,True
chr1:110770948-110771822,True
chr1:110963161-110964294,True
chr1:111139367-111140785,True
chr1:111237888-111238243,True
chr1:111332160-111333024,True
chr1:111448693-111449586,True
chr1:111619500-111620711,True
chr1:111755045-111756160,True
chr1:112453917-112454298,True
chr1:112464348-112464992,True
chr1:112487654-112488472,True
chr1:112704858-112705466,True
chr1:112706799-112707555,True
chr1:112715018-112715796,True
chr1:112763157-112763537,True
chr1:112808982-112809483,True
chr1:112849369-112850432,True
chr1:113103012-113103391,True
chr1:113811517-113812728,True
chr1:113904445-113905441,True
chr1:113929052-113930317,True
chr1:114082927-114083611,True
chr1:114457918-114458714,True
chr1:114510428-114511524,True
chr1:114716406-114717008,True
chr1:114756941-114758256,True
chr1:115168675-115169174,True
chr1:115184786-115185115,True
chr1:115544122-115544519,True
chr1:115545729-115546454,True
chr1:116682640-116683476,True
chr1:116882190-116882408,True
chr1:117059407-117060372,True
chr1:117121464-117122744,True
chr1:117362878-117363216,True
chr1:117366651-117367555,True
chr1:117562980-117563951,True
chr1:117573339-117573762,True
chr1:118263599-118264106,True
chr1:119034114-119034569,True
chr1:119084564-119085156,True
chr1:119140016-119141273,True
chr1:119160524-119161197,True
chr1:119647740-119648639,True
chr1:144546233-144546745,True
chr1:145706194-145706696,True
chr1:145858703-145860011,True
chr1:145926813-145927721,True
chr1:145979397-145979787,True
chr1:146038787-146039547,True
chr1:147084283-147085460,True
chr1:147105832-147106871,True
chr1:147111503-147112051,True
chr1:147115518-147115775,True
chr1:147171980-147173002,True
chr1:147242255-147243220,True
chr1:147599412-147600286,True
chr1:147669356-147670763,True
chr1:147721650-147722134,True
chr1:147760429-147761204,True
chr1:147836865-147837466,True
chr1:148263053-148263894,True
chr1:148521965-148523062,True
chr1:149886376-149887056,True
chr1:149887438-149888639,True
chr1:149939044-149939713,True
chr1:149995917-149996327,True
chr1:150268333-150269249,True
chr1:150363370-150364231,True
chr1:150579110-150580001,True
chr1:150611455-150611972,True
chr1:150628991-150629998,True
chr1:150875860-150877089,True
chr1:150925597-150926428,True
chr1:151008093-151008575,True
chr1:151165305-151166225,True
chr1:151189725-151190398,True
chr1:151197863-151198613,True
chr1:151254309-151254942,True
chr1:151281142-151282577,True
chr1:151327091-151328393,True
chr1:151539530-151540757,True
chr1:151546926-151547625,True
chr1:151610916-151612281,True
chr1:152047748-152048774,True
chr1:152743221-152743743,True
chr1:152908228-152908492,True
chr1:153566339-153566912,True
chr1:153568099-153568881,True
chr1:153587791-153588402,True
chr1:153633448-153634558,True
chr1:153658300-153659031,True
chr1:153705165-153705895,True
chr1:153727446-153728119,True
chr1:153753961-153754815,True
chr1:153922505-153923396,True
chr1:153945437-153946915,True
chr1:153963246-153963805,True
chr1:153963979-153964383,True
chr1:153967216-153967885,True
chr1:153986739-153987207,True
chr1:154157451-154157877,True
chr1:154182351-154183550,True
chr1:154220085-154221224,True
chr1:154405119-154406371,True
chr1:154607791-154608830,True
chr1:154627170-154628107,True
chr1:154767533-154768232,True
chr1:154986787-154987677,True
chr1:155000726-155001407,True
chr1:155001592-155002382,True
chr1:155017140-155017785,True
chr1:155050496-155051422,True
chr1:155063517-155064538,True
chr1:155084568-155085999,True
chr1:155124435-155125011,True
chr1:155125484-155126247,True
chr1:155134918-155135985,True
chr1:155158970-155159432,True
chr1:155208227-155209353,True
chr1:155243906-155245222,True
chr1:155308006-155309011,True
chr1:155562322-155563384,True
chr1:155609684-155610201,True
chr1:155688265-155689197,True
chr1:155957505-155957813,True
chr1:155959554-155960444,True
chr1:155961947-155962326,True
chr1:155978477-155978950,True
chr1:155981280-155981774,True
chr1:156053652-156054193,True
chr1:156105967-156106680,True
chr1:156117817-156118348,True
chr1:156337972-156338909,True
chr1:156500687-156501550,True
chr1:156505046-156505654,True
chr1:156559342-156560410,True
chr1:156659883-156660549,True
chr1:156728313-156729140,True
chr1:156740810-156741580,True
chr1:156746518-156747356,True
chr1:156751151-156752016,True
chr1:156766804-156767786,True
chr1:157137933-157138753,True
chr1:159703018-159703311,True
chr1:159780474-159781280,True
chr1:159845796-159846510,True
chr1:159900022-159900700,True
chr1:159910218-159910716,True
chr1:159924249-159925693,True
chr1:160096484-160097015,True
chr1:160098128-160099189,True
chr1:160205173-160206653,True
chr1:160261673-160262734,True
chr1:160500296-160500943,True
chr1:161020683-161021546,True
chr1:161033518-161034077,True
chr1:161045050-161046333,True
chr1:161073687-161074038,True
chr1:161080393-161080675,True
chr1:161083145-161083870,True
chr1:161092154-161092801,True
chr1:161132190-161133228,True
chr1:161165794-161166536,True
chr1:161176988-161177674,True
chr1:161399047-161400181,True
chr1:161765746-161766449,True
chr1:162381358-162381831,True
chr1:162497493-162498166,True
chr1:162538779-162539447,True
chr1:162561030-162561949,True
chr1:162690702-162691213,True
chr1:165630449-165631494,True
chr1:165898776-165899223,True
chr1:166838908-166840079,True
chr1:166875552-166876625,True
chr1:166910434-166910665,True
chr1:167123742-167124305,True
chr1:167161051-167161691,True
chr1:167220031-167221302,True
chr1:167553100-167553951,True
chr1:167714248-167715671,True
chr1:167819893-167820417,True
chr1:167935565-167936972,True
chr1:168178484-168179397,True
chr1:168225456-168226135,True
chr1:168229729-168230259,True
chr1:169485189-169486291,True
chr1:169794395-169795133,True
chr1:169893178-169894430,True
chr1:170126578-170127079,True
chr1:171313718-171314330,True
chr1:171780699-171781729,True
chr1:172485535-172486066,True
chr1:172532107-172533563,True
chr1:172917765-172918318,True
chr1:172933605-172934593,True
chr1:173122729-173123443,True
chr1:173489012-173490208,True
chr1:173867507-173868851,True
chr1:174021605-174022654,True
chr1:174158988-174160059,True
chr1:174939328-174940174,True
chr1:174965652-174966456,True
chr1:174999029-175000374,True
chr1:175367777-175368262,True
chr1:176052017-176052389,True
chr1:176206357-176207779,True
chr1:176450503-176450848,True
chr1:176451739-176452278,True
chr1:176574592-176575078,True
chr1:178093223-178094578,True
chr1:178172752-178173690,True
chr1:178536805-178537332,True
chr1:178608411-178609219,True
chr1:179025541-179026579,True
chr1:179364697-179365244,True
chr1:179365550-179366160,True
chr1:179548731-179549304,True
chr1:179550629-179551630,True
chr1:179807728-179808394,True
chr1:179837738-179839007,True
chr1:179881838-179883095,True
chr1:179954201-179955344,True
chr1:180154345-180155176,True
chr1:180167983-180168398,True
chr1:180270863-180271724,True
chr1:181022407-181023297,True
chr1:181088172-181088942,True
chr1:181104832-181105852,True
chr1:181112400-181112895,True
chr1:181119152-181119696,True
chr1:181133792-181134313,True
chr1:182029098-182030184,True
chr1:182289854-182290537,True
chr1:182340191-182340858,True
chr1:182391085-182392043,True
chr1:182603846-182604608,True
chr1:182614317-182615402,True
chr1:182633479-182634190,True
chr1:183159927-183160715,True
chr1:183185769-183186497,True
chr1:183279241-183280150,True
chr1:183281789-183282531,True
chr1:183635127-183636368,True
chr1:183804155-183805358,True
chr1:184161058-184161711,True
chr1:184386233-184387127,True
chr1:184567618-184568053,True
chr1:184754120-184755463,True
chr1:185045018-185046060,True
chr1:185156226-185157585,True
chr1:185316694-185317769,True
chr1:186347908-186348692,True
chr1:186364827-186365274,True
chr1:186374887-186376151,True
chr1:188706733-188707151,True
chr1:191839873-191840197,True
chr1:193104474-193105642,True
chr1:193121595-193122434,True
chr1:195327307-195328459,True
chr1:197200611-197201667,True
chr1:198132845-198133441,True
chr1:198156685-198157758,True
chr1:198211721-198213017,True
chr1:200669308-200670240,True
chr1:200674457-200675184,True
chr1:200738578-200739671,True
chr1:201261599-201262120,True
chr1:201269301-201269560,True
chr1:201285851-201286340,True
chr1:201309364-201309899,True
chr1:201468562-201469419,True
chr1:201520048-201520401,True
chr1:201538721-201539857,True
chr1:201649675-201650744,True
chr1:201714171-201714906,True
chr1:201954884-201955818,True
chr1:201982264-201983481,True
chr1:202022937-202023364,True
chr1:202235816-202236646,True
chr1:202348327-202349535,True
chr1:202537222-202537510,True
chr1:202556581-202556999,True
chr1:202588879-202589665,True
chr1:202888353-202889400,True
chr1:202926751-202927711,True
chr1:202957721-202958659,True
chr1:202966598-202967689,True
chr1:203039139-203040122,True
chr1:203099664-203100900,True
chr1:203127512-203127816,True
chr1:203153836-203154835,True
chr1:203628360-203628861,True
chr1:203789942-203790253,True
chr1:204319401-204319992,True
chr1:204411075-204412349,True
chr1:204417114-204417901,True
chr1:204494075-204494935,True
chr1:205211100-205211854,True
chr1:205273507-205273901,True
chr1:205284553-205285098,True
chr1:205631229-205632341,True
chr1:205688629-205688987,True
chr1:205748879-205749932,True
chr1:205812945-205813869,True
chr1:206001426-206001716,True
chr1:206059558-206059869,True
chr1:206929028-206929329,True
chr1:207052691-207053604,True
chr1:207320926-207321883,True
chr1:207963310-207963882,True
chr1:209784260-209784969,True
chr1:209805230-209806434,True
chr1:209839811-209840445,True
chr1:211258730-211259656,True
chr1:211382371-211383471,True
chr1:212034713-212035829,True
chr1:212284653-212285748,True
chr1:212485849-212486499,True
chr1:212488365-212489200,True
chr1:212558011-212559208,True
chr1:212595405-212596598,True
chr1:212608004-212608915,True
chr1:212667401-212668066,True
chr1:213015107-213015979,True
chr1:214216839-214217292,True
chr1:214280790-214281695,True
chr1:214464467-214464868,True
chr1:214707476-214707941,True
chr1:216463831-216464865,True
chr1:218356712-218357076,True
chr1:218357544-218357873,True
chr1:218496562-218496951,True
chr1:220326544-220326998,True
chr1:220690072-220690512,True
chr1:220695348-220695981,True
chr1:220786641-220787693,True
chr1:221886825-221887529,True
chr1:222711970-222712945,True
chr1:223133399-223134324,True
chr1:223421629-223421972,True
chr1:223712144-223712804,True
chr1:223845315-223846487,True
chr1:223992287-223992851,True
chr1:225874969-225875742,True
chr1:225923537-225924785,True
chr1:225999098-225999722,True
chr1:226061758-226063254,True
chr1:226082915-226084076,True
chr1:226109543-226110644,True
chr1:226121432-226122424,True
chr1:226128460-226129392,True
chr1:226181997-226182297,True
chr1:226331601-226331846,True
chr1:226407659-226408565,True
chr1:226870133-226871081,True
chr1:226939053-226940411,True
chr1:227357414-227357736,True
chr1:227541871-227542843,True
chr1:227563292-227564016,True
chr1:227734984-227735615,True
chr1:227763756-227764507,True
chr1:228081859-228082873,True
chr1:228139466-228140447,True
chr1:228165335-228166510,True
chr1:228191725-228192434,True
chr1:228340729-228341566,True
chr1:228406465-228407342,True
chr1:228420653-228421388,True
chr1:228721302-228721884,True
chr1:228783673-228784784,True
chr1:228809491-228810463,True
chr1:229007634-229008145,True
chr1:229093600-229093949,True
chr1:229100945-229101393,True
chr1:229408493-229409087,True
chr1:229507942-229508748,True
chr1:229557956-229559300,True
chr1:229625424-229626511,True
chr1:229643775-229644353,True
chr1:230084382-230084932,True
chr1:230977900-230979236,True
chr1:231019850-231020553,True
chr1:231026624-231027490,True
chr1:231040791-231041362,True
chr1:231337131-231338410,True
chr1:231395397-231396008,True
chr1:231507172-231508053,True
chr1:231702674-231703373,True
chr1:232387476-232387978,True
chr1:233406355-233407182,True
chr1:233655259-233655721,True
chr1:234470049-234470708,True
chr1:234477974-234479236,True
chr1:234530980-234531479,True
chr1:234573749-234574267,True
chr1:234609766-234610417,True
chr1:234610646-234611179,True
chr1:234676133-234676491,True
chr1:234683989-234684559,True
chr1:234820626-234820956,True
chr1:234833568-234834110,True
chr1:234980506-234981282,True
chr1:234987244-234987831,True
chr1:235011744-235012477,True
chr1:235054766-235055304,True
chr1:235062389-235062768,True
chr1:235091672-235091946,True
chr1:235128369-235129180,True
chr1:235327790-235328993,True
chr1:235367052-235367805,True
chr1:235403542-235403927,True
chr1:235404153-235404583,True
chr1:235659220-235659779,True
chr1:235866261-235867250,True
chr1:236523237-236524698,True
